chapter,verse,texte
2,11,"Πιστὸς 4103 {A-NSM} ὁ 3588 {T-NSM} λόγος· 3056 {N-NSM} εἰ 1487 {COND} γὰρ 1063 {CONJ} συναπεθάνομεν, 4880 {V-2AAI-1P} καὶ 2532 {CONJ} συζήσομεν· 4800 {V-FAI-1P} "
2,12,"εἰ 1487 {COND} ὑπομένομεν, 5278 {V-PAI-1P} καὶ 2532 {CONJ} συμβασιλεύσομεν· 4821 {V-FAI-1P} εἰ 1487 {COND} ἀρνούμεθα, 720 {V-PNI-1P} κἀκεῖνος 2548 {D-NSM-K} ἀρνήσεται 720 {V-FDI-3S} ἡμᾶς· 1473 {P-1AP} "
2,13,"εἰ 1487 {COND} ἀπιστοῦμεν, 569 {V-PAI-1P} ἐκεῖνος 1565 {D-NSM} πιστὸς 4103 {A-NSM} μένει· 3306 {V-PAI-3S} ἀρνήσασθαι 720 {V-ADN} ἑαυτὸν 1438 {F-3ASM} οὐ 3756 {PRT-N} δύναται. 1410 {V-PNI-3S} "
2,14,"Ταῦτα 3778 {D-APN} ὑπομίμνῃσκε, 5279 {V-PAM-2S} διαμαρτυρόμενος 1263 {V-PNP-NSM} ἐνώπιον 1799 {PREP} τοῦ 3588 {T-GSM} κυρίου 2962 {N-GSM} μὴ 3361 {PRT-N} λογομαχεῖν 3054 {V-PAN} εἰς 1519 {PREP} οὐδὲν 3762 {A-ASN-N} χρήσιμον, 5539 {A-ASN} ἐπὶ 1909 {PREP} καταστροφῇ 2692 {N-DSF} τῶν 3588 {T-GPM} ἀκουόντων. 191 {V-PAP-GPM} "
2,15,"Σπούδασον 4704 {V-AAM-2S} σεαυτὸν 4572 {F-2ASM} δόκιμον 1384 {A-ASM} παραστῆσαι 3936 {V-AAN} τῷ 3588 {T-DSM} θεῷ, 2316 {N-DSM} ἐργάτην 2040 {N-ASM} ἀνεπαίσχυντον, 422 {A-ASM} ὀρθοτομοῦντα 3718 {V-PAP-ASM} τὸν 3588 {T-ASM} λόγον 3056 {N-ASM} τῆς 3588 {T-GSF} ἀληθείας. 225 {N-GSF} "
2,16,"Τὰς 3588 {T-APF} δὲ 1161 {CONJ} βεβήλους 952 {A-APF} κενοφωνίας 2757 {N-APF} περιΐστασο· 4026 {V-PMM-2S} ἐπὶ 1909 {PREP} πλεῖον 4183 {A-ASN-C} γὰρ 1063 {CONJ} προκόψουσιν 4298 {V-FAI-3P} ἀσεβείας, 763 {N-GSF} "
2,17,καὶ 2532 {CONJ} ὁ 3588 {T-NSM} λόγος 3056 {N-NSM} αὐτῶν 846 {P-GPM} ὡς 5613 {ADV} γάγγραινα 1044 {N-NSF} νομὴν 3542 {N-ASF} ἕξει· 2192 {V-FAI-3S} ὧν 3739 {R-GPM} ἐστὶν 1510 {V-PAI-3S} Ὑμέναιος 5211 {N-NSM} καὶ 2532 {CONJ} Φιλητός· 5372 {N-NSM}
2,18,"οἵτινες 3748 {R-NPM} περὶ 4012 {PREP} τὴν 3588 {T-ASF} ἀλήθειαν 225 {N-ASF} ἠστόχησαν, 795 {V-AAI-3P} λέγοντες 3004 {V-PAP-NPM} τὴν 3588 {T-ASF} ἀνάστασιν 386 {N-ASF} ἤδη 2235 {ADV} γεγονέναι, 1096 {V-2RAN} καὶ 2532 {CONJ} ἀνατρέπουσιν 396 {V-PAI-3P} τήν 3588 {T-ASF} τινων 5100 {X-GPM} πίστιν. 4102 {N-ASF} "
2,19,"Ὁ 3588 {T-NSM} μέντοι 3305 {CONJ} στερεὸς 4731 {A-NSM} θεμέλιος 2310 {N-NSM} τοῦ 3588 {T-GSM} θεοῦ 2316 {N-GSM} ἕστηκεν, 2476 {V-RAI-3S} ἔχων 2192 {V-PAP-NSM} τὴν 3588 {T-ASF} σφραγῖδα 4973 {N-ASF} ταύτην, 3778 {D-ASF} Ἔγνω 1097 {V-2AAI-3S} κύριος 2962 {N-NSM} τοὺς 3588 {T-APM} ὄντας 1510 {V-PAP-APM} αὐτοῦ, 846 {P-GSM} καί, 2532 {CONJ} Ἀποστήτω 868 {V-2AAM-3S} ἀπὸ 575 {PREP} ἀδικίας 93 {N-GSF} πᾶς 3956 {A-NSM} ὁ 3588 {T-NSM} ὀνομάζων 3687 {V-PAP-NSM} τὸ 3588 {T-ASN} ὄνομα 3686 {N-ASN} κυρίου. 2962 {N-GSM} "
2,20,"Ἐν 1722 {PREP} μεγάλῃ 3173 {A-DSF} δὲ 1161 {CONJ} οἰκίᾳ 3614 {N-DSF} οὐκ 3756 {PRT-N} ἔστιν 1510 {V-PAI-3S} μόνον 3440 {ADV} σκεύη 4632 {N-NPN} χρυσᾶ 5552 {A-NPN} καὶ 2532 {CONJ} ἀργυρᾶ, 693 {A-NPN} ἀλλὰ 235 {CONJ} καὶ 2532 {CONJ} ξύλινα 3585 {A-NPN} καὶ 2532 {CONJ} ὀστράκινα, 3749 {A-NPN} καὶ 2532 {CONJ} ἃ 3739 {R-NPN} μὲν 3303 {PRT} εἰς 1519 {PREP} τιμήν, 5092 {N-ASF} ἃ 3739 {R-NPN} δὲ 1161 {CONJ} εἰς 1519 {PREP} ἀτιμίαν. 819 {N-ASF} "
2,21,"Ἐὰν 1437 {COND} οὖν 3767 {CONJ} τις 5100 {X-NSM} ἐκκαθάρῃ 1571 {V-AAS-3S} ἑαυτὸν 1438 {F-3ASM} ἀπὸ 575 {PREP} τούτων, 3778 {D-GPN} ἔσται 1510 {V-FDI-3S} σκεῦος 4632 {N-NSN} εἰς 1519 {PREP} τιμήν, 5092 {N-ASF} ἡγιασμένον, 37 {V-RPP-NSN} καὶ 2532 {CONJ} εὔχρηστον 2173 {A-NSN} τῷ 3588 {T-DSM} δεσπότῃ, 1203 {N-DSM} εἰς 1519 {PREP} πᾶν 3956 {A-ASN} ἔργον 2041 {N-ASN} ἀγαθὸν 18 {A-ASN} ἡτοιμασμένον. 2090 {V-RPP-NSN} "
2,22,"Τὰς 3588 {T-APF} δὲ 1161 {CONJ} νεωτερικὰς 3512 {A-APF-C} ἐπιθυμίας 1939 {N-APF} φεῦγε· 5343 {V-PAM-2S} δίωκε 1377 {V-PAM-2S} δὲ 1161 {CONJ} δικαιοσύνην, 1343 {N-ASF} πίστιν, 4102 {N-ASF} ἀγάπην, 26 {N-ASF} εἰρήνην, 1515 {N-ASF} μετὰ 3326 {PREP} τῶν 3588 {T-GPM} ἐπικαλουμένων 1941 {V-PMP-GPM} τὸν 3588 {T-ASM} κύριον 2962 {N-ASM} ἐκ 1537 {PREP} καθαρᾶς 2513 {A-GSF} καρδίας. 2588 {N-GSF} "
2,23,"Τὰς 3588 {T-APF} δὲ 1161 {CONJ} μωρὰς 3474 {A-APF} καὶ 2532 {CONJ} ἀπαιδεύτους 521 {A-APF} ζητήσεις 2214 {N-APF} παραιτοῦ, 3868 {V-PNM-2S} εἰδὼς 1492 {V-RAP-NSM} ὅτι 3754 {CONJ} γεννῶσιν 1080 {V-PAI-3P} μάχας. 3163 {N-APF} "
2,24,"Δοῦλον 1401 {N-ASM} δὲ 1161 {CONJ} κυρίου 2962 {N-GSM} οὐ 3756 {PRT-N} δεῖ 1163 {V-PAI-3S} μάχεσθαι, 3164 {V-PNN} ἀλλ’ 235 {CONJ} ἤπιον 2261 {A-ASM} εἶναι 1510 {V-PAN} πρὸς 4314 {PREP} πάντας, 3956 {A-APM} διδακτικόν, 1317 {A-ASM} ἀνεξίκακον, 420 {A-ASM} "
2,25,"ἐν 1722 {PREP} πρᾳότητι 4240 {N-DSF} παιδεύοντα 3811 {V-PAP-ASM} τοὺς 3588 {T-APM} ἀντιδιατιθεμένους· 475 {V-PMP-APM} μήποτε 3379 {ADV-N} δῷ 1325 {V-2AAS-3S} αὐτοῖς 846 {P-DPM} ὁ 3588 {T-NSM} θεὸς 2316 {N-NSM} μετάνοιαν 3341 {N-ASF} εἰς 1519 {PREP} ἐπίγνωσιν 1922 {N-ASF} ἀληθείας, 225 {N-GSF} "
2,26,"καὶ 2532 {CONJ} ἀνανήψωσιν 366 {V-AAS-3P} ἐκ 1537 {PREP} τῆς 3588 {T-GSF} τοῦ 3588 {T-GSM} διαβόλου 1228 {A-GSM} παγίδος, 3803 {N-GSF} ἐζωγρημένοι 2221 {V-RPP-NPM} ὑπ’ 5259 {PREP} αὐτοῦ 846 {P-GSM} εἰς 1519 {PREP} τὸ 3588 {T-ASN} ἐκείνου 1565 {D-GSM} θέλημα. 2307 {N-ASN} "
3,1,"Τοῦτο 3778 {D-ASN} δὲ 1161 {CONJ} γίνωσκε, 1097 {V-PAM-2S} ὅτι 3754 {CONJ} ἐν 1722 {PREP} ἐσχάταις 2078 {A-DPF-S} ἡμέραις 2250 {N-DPF} ἐνστήσονται 1764 {V-FDI-3P} καιροὶ 2540 {N-NPM} χαλεποί. 5467 {A-NPM} "
3,2,"Ἔσονται 1510 {V-FDI-3P} γὰρ 1063 {CONJ} οἱ 3588 {T-NPM} ἄνθρωποι 444 {N-NPM} φίλαυτοι, 5367 {A-NPM} φιλάργυροι, 5366 {A-NPM} ἀλαζόνες, 213 {N-NPM} ὑπερήφανοι, 5244 {A-NPM} βλάσφημοι, 989 {A-NPM} γονεῦσιν 1118 {N-DPM} ἀπειθεῖς, 545 {A-NPM} ἀχάριστοι, 884 {A-NPM} ἀνόσιοι, 462 {A-NPM} "
3,3,"ἄστοργοι, 794 {A-NPM} ἄσπονδοι, 786 {A-NPM} διάβολοι, 1228 {A-NPM} ἀκρατεῖς, 193 {A-NPM} ἀνήμεροι, 434 {A-NPM} ἀφιλάγαθοι, 865 {A-NPM} "
3,4,"προδόται, 4273 {N-NPM} προπετεῖς, 4312 {A-NPM} τετυφωμένοι, 5187 {V-RPP-NPM} φιλήδονοι 5369 {A-NPM} μᾶλλον 3123 {ADV} ἢ 2228 {PRT} φιλόθεοι, 5377 {A-NPM} "
3,5,"ἔχοντες 2192 {V-PAP-NPM} μόρφωσιν 3446 {N-ASF} εὐσεβείας, 2150 {N-GSF} τὴν 3588 {T-ASF} δὲ 1161 {CONJ} δύναμιν 1411 {N-ASF} αὐτῆς 846 {P-GSF} ἠρνημένοι· 720 {V-RNP-NPM} καὶ 2532 {CONJ} τούτους 3778 {D-APM} ἀποτρέπου. 665 {V-PMM-2S} "
3,6,"Ἐκ 1537 {PREP} τούτων 3778 {D-GPM} γάρ 1063 {CONJ} εἰσιν 1510 {V-PAI-3P} οἱ 3588 {T-NPM} ἐνδύνοντες 1744 {V-PAP-NPM} εἰς 1519 {PREP} τὰς 3588 {T-APF} οἰκίας, 3614 {N-APF} καὶ 2532 {CONJ} αἰχμαλωτεύοντες 162 {V-PAP-NPM} γυναικάρια 1133 {N-APN} σεσωρευμένα 4987 {V-RPP-APN} ἁμαρτίαις, 266 {N-DPF} ἀγόμενα 71 {V-PPP-APN} ἐπιθυμίαις 1939 {N-DPF} ποικίλαις, 4164 {A-DPF} "
3,7,"πάντοτε 3842 {ADV} μανθάνοντα, 3129 {V-PAP-APN} καὶ 2532 {CONJ} μηδέποτε 3368 {ADV-N} εἰς 1519 {PREP} ἐπίγνωσιν 1922 {N-ASF} ἀληθείας 225 {N-GSF} ἐλθεῖν 2064 {V-2AAN} δυνάμενα. 1410 {V-PNP-APN} "
3,8,"Ὃν 3739 {R-ASM} τρόπον 5158 {N-ASM} δὲ 1161 {CONJ} Ἰαννῆς 2389 {N-NSM} καὶ 2532 {CONJ} Ἰαμβρῆς 2387 {N-NSM} ἀντέστησαν 436 {V-2AAI-3P} Μωϋσῇ, 3475 {N-DSM} οὕτως 3779 {ADV} καὶ 2532 {CONJ} οὗτοι 3778 {D-NPM} ἀνθίστανται 436 {V-PMI-3P} τῇ 3588 {T-DSF} ἀληθείᾳ, 225 {N-DSF} ἄνθρωποι 444 {N-NPM} κατεφθαρμένοι 2704 {V-RPP-NPM} τὸν 3588 {T-ASM} νοῦν, 3563 {N-ASM} ἀδόκιμοι 96 {A-NPM} περὶ 4012 {PREP} τὴν 3588 {T-ASF} πίστιν. 4102 {N-ASF} "
