chapter,verse,texte
2,1,"Αὐτοὶ 846 {P-NPM} γὰρ 1063 {CONJ} οἴδατε, 1492 {V-RAI-2P} ἀδελφοί, 80 {N-VPM} τὴν 3588 {T-ASF} εἴσοδον 1529 {N-ASF} ἡμῶν 1473 {P-1GP} τὴν 3588 {T-ASF} πρὸς 4314 {PREP} ὑμᾶς, 4771 {P-2AP} ὅτι 3754 {CONJ} οὐ 3756 {PRT-N} κενὴ 2756 {A-NSF} γέγονεν· 1096 {V-2RAI-3S} "
2,2,"ἀλλὰ 235 {CONJ} προπαθόντες 4310 {V-2AAP-NPM} καὶ 2532 {CONJ} ὑβρισθέντες, 5195 {V-APP-NPM} καθὼς 2531 {ADV} οἴδατε, 1492 {V-RAI-2P} ἐν 1722 {PREP} Φιλίπποις, 5375 {N-DPM} ἐπαρρησιασάμεθα 3955 {V-ADI-1P} ἐν 1722 {PREP} τῷ 3588 {T-DSM} θεῷ 2316 {N-DSM} ἡμῶν 1473 {P-1GP} λαλῆσαι 2980 {V-AAN} πρὸς 4314 {PREP} ὑμᾶς 4771 {P-2AP} τὸ 3588 {T-ASN} εὐαγγέλιον 2098 {N-ASN} τοῦ 3588 {T-GSM} θεοῦ 2316 {N-GSM} ἐν 1722 {PREP} πολλῷ 4183 {A-DSM} ἀγῶνι. 73 {N-DSM} "
2,3,"Ἡ 3588 {T-NSF} γὰρ 1063 {CONJ} παράκλησις 3874 {N-NSF} ἡμῶν 1473 {P-1GP} οὐκ 3756 {PRT-N} ἐκ 1537 {PREP} πλάνης, 4106 {N-GSF} οὐδὲ 3761 {CONJ-N} ἐξ 1537 {PREP} ἀκαθαρσίας, 167 {N-GSF} οὔτε 3777 {CONJ-N} ἐν 1722 {PREP} δόλῳ· 1388 {N-DSM} "
2,4,"ἀλλὰ 235 {CONJ} καθὼς 2531 {ADV} δεδοκιμάσμεθα 1381 {V-RPI-1P} ὑπὸ 5259 {PREP} τοῦ 3588 {T-GSM} θεοῦ 2316 {N-GSM} πιστευθῆναι 4100 {V-APN} τὸ 3588 {T-ASN} εὐαγγέλιον, 2098 {N-ASN} οὕτως 3779 {ADV} λαλοῦμεν, 2980 {V-PAI-1P} οὐχ 3756 {PRT-N} ὡς 5613 {ADV} ἀνθρώποις 444 {N-DPM} ἀρέσκοντες, 700 {V-PAP-NPM} ἀλλὰ 235 {CONJ} τῷ 3588 {T-DSM} θεῷ 2316 {N-DSM} τῷ 3588 {T-DSM} δοκιμάζοντι 1381 {V-PAP-DSM} τὰς 3588 {T-APF} καρδίας 2588 {N-APF} ἡμῶν. 1473 {P-1GP} "
2,5,"Οὔτε 3777 {CONJ-N} γάρ 1063 {CONJ} ποτε 4218 {PRT} ἐν 1722 {PREP} λόγῳ 3056 {N-DSM} κολακείας 2850 {N-GSF} ἐγενήθημεν, 1096 {V-AOI-1P} καθὼς 2531 {ADV} οἴδατε, 1492 {V-RAI-2P} οὔτε 3777 {CONJ-N} ἐν 1722 {PREP} προφάσει 4392 {N-DSF} πλεονεξίας· 4124 {N-GSF} θεὸς 2316 {N-NSM} μάρτυς· 3144 {N-NSM} "
2,6,"οὔτε 3777 {CONJ-N} ζητοῦντες 2212 {V-PAP-NPM} ἐξ 1537 {PREP} ἀνθρώπων 444 {N-GPM} δόξαν, 1391 {N-ASF} οὔτε 3777 {CONJ-N} ἀφ’ 575 {PREP} ὑμῶν 4771 {P-2GP} οὔτε 3777 {CONJ-N} ἀπὸ 575 {PREP} ἄλλων, 243 {A-GPM} δυνάμενοι 1410 {V-PNP-NPM} ἐν 1722 {PREP} βάρει 922 {N-DSN} εἶναι, 1510 {V-PAN} ὡς 5613 {ADV} χριστοῦ 5547 {N-GSM} ἀπόστολοι, 652 {N-NPM} "
2,7,ἀλλ’ 235 {CONJ} ἐγενήθημεν 1096 {V-AOI-1P} ἤπιοι 2261 {A-NPM} ἐν 1722 {PREP} μέσῳ 3319 {A-DSN} ὑμῶν 4771 {P-2GP} ὡς 5613 {ADV} ἂν 302 {PRT} τροφὸς 5162 {N-NSF} θάλπῃ 2282 {V-PAS-3S} τὰ 3588 {T-APN} ἑαυτῆς 1438 {F-3GSF} τέκνα· 5043 {N-APN}
2,8,"οὕτως, 3779 {ADV} ὁμειρόμενοι 2442 {V-PNP-NPM} ὑμῶν, 4771 {P-2GP} εὐδοκοῦμεν 2106 {V-IAI-1P} μεταδοῦναι 3330 {V-2AAN} ὑμῖν 4771 {P-2DP} οὐ 3756 {PRT-N} μόνον 3440 {ADV} τὸ 3588 {T-ASN} εὐαγγέλιον 2098 {N-ASN} τοῦ 3588 {T-GSM} θεοῦ, 2316 {N-GSM} ἀλλὰ 235 {CONJ} καὶ 2532 {CONJ} τὰς 3588 {T-APF} ἑαυτῶν 1438 {F-1GPM} ψυχάς, 5590 {N-APF} διότι 1360 {CONJ} ἀγαπητοὶ 27 {A-NPM} ἡμῖν 1473 {P-1DP} γεγένησθε. 1096 {V-RPI-2P} "
2,9,"Μνημονεύετε 3421 {V-PAI-2P} γάρ, 1063 {CONJ} ἀδελφοί, 80 {N-VPM} τὸν 3588 {T-ASM} κόπον 2873 {N-ASM} ἡμῶν 1473 {P-1GP} καὶ 2532 {CONJ} τὸν 3588 {T-ASM} μόχθον· 3449 {N-ASM} νυκτὸς 3571 {N-GSF} γὰρ 1063 {CONJ} καὶ 2532 {CONJ} ἡμέρας 2250 {N-GSF} ἐργαζόμενοι, 2038 {V-PNP-NPM} πρὸς 4314 {PREP} τὸ 3588 {T-ASN} μὴ 3361 {PRT-N} ἐπιβαρῆσαί 1912 {V-AAN} τινα 5100 {X-ASM} ὑμῶν, 4771 {P-2GP} ἐκηρύξαμεν 2784 {V-AAI-1P} εἰς 1519 {PREP} ὑμᾶς 4771 {P-2AP} τὸ 3588 {T-ASN} εὐαγγέλιον 2098 {N-ASN} τοῦ 3588 {T-GSM} θεοῦ. 2316 {N-GSM} "
2,10,"Ὑμεῖς 4771 {P-2NP} μάρτυρες 3144 {N-NPM} καὶ 2532 {CONJ} ὁ 3588 {T-NSM} θεός, 2316 {N-NSM} ὡς 5613 {ADV} ὁσίως 3743 {ADV} καὶ 2532 {CONJ} δικαίως 1346 {ADV} καὶ 2532 {CONJ} ἀμέμπτως 274 {ADV} ὑμῖν 4771 {P-2DP} τοῖς 3588 {T-DPM} πιστεύουσιν 4100 {V-PAP-DPM} ἐγενήθημεν· 1096 {V-AOI-1P} "
2,11,"καθάπερ 2509 {ADV} οἴδατε 1492 {V-RAI-2P} ὡς 5613 {ADV} ἕνα 1520 {A-ASM} ἕκαστον 1538 {A-ASM} ὑμῶν, 4771 {P-2GP} ὡς 5613 {ADV} πατὴρ 3962 {N-NSM} τέκνα 5043 {N-APN} ἑαυτοῦ, 1438 {F-3GSM} παρακαλοῦντες 3870 {V-PAP-NPM} ὑμᾶς 4771 {P-2AP} καὶ 2532 {CONJ} παραμυθούμενοι 3888 {V-PNP-NPM} "
2,12,"καὶ 2532 {CONJ} μαρτυρόμενοι, 3143 {V-PNP-NPM} εἰς 1519 {PREP} τὸ 3588 {T-ASN} περιπατῆσαι 4043 {V-AAN} ὑμᾶς 4771 {P-2AP} ἀξίως 516 {ADV} τοῦ 3588 {T-GSM} θεοῦ 2316 {N-GSM} τοῦ 3588 {T-GSM} καλοῦντος 2564 {V-PAP-GSM} ὑμᾶς 4771 {P-2AP} εἰς 1519 {PREP} τὴν 3588 {T-ASF} ἑαυτοῦ 1438 {F-3GSM} βασιλείαν 932 {N-ASF} καὶ 2532 {CONJ} δόξαν. 1391 {N-ASF} "
2,13,"Διὰ 1223 {PREP} τοῦτο 3778 {D-ASN} καὶ 2532 {CONJ} ἡμεῖς 1473 {P-1NP} εὐχαριστοῦμεν 2168 {V-PAI-1P} τῷ 3588 {T-DSM} θεῷ 2316 {N-DSM} ἀδιαλείπτως, 89 {ADV} ὅτι 3754 {CONJ} παραλαβόντες 3880 {V-2AAP-NPM} λόγον 3056 {N-ASM} ἀκοῆς 189 {N-GSF} παρ’ 3844 {PREP} ἡμῶν 1473 {P-1GP} τοῦ 3588 {T-GSM} θεοῦ, 2316 {N-GSM} ἐδέξασθε 1209 {V-ADI-2P} οὐ 3756 {PRT-N} λόγον 3056 {N-ASM} ἀνθρώπων, 444 {N-GPM} ἀλλὰ 235 {CONJ} καθώς 2531 {ADV} ἐστιν 1510 {V-PAI-3S} ἀληθῶς, 230 {ADV} λόγον 3056 {N-ASM} θεοῦ, 2316 {N-GSM} ὃς 3739 {R-NSM} καὶ 2532 {CONJ} ἐνεργεῖται 1754 {V-PMI-3S} ἐν 1722 {PREP} ὑμῖν 4771 {P-2DP} τοῖς 3588 {T-DPM} πιστεύουσιν. 4100 {V-PAP-DPM} "
2,14,"Ὑμεῖς 4771 {P-2NP} γὰρ 1063 {CONJ} μιμηταὶ 3402 {N-NPM} ἐγενήθητε, 1096 {V-AOI-2P} ἀδελφοί, 80 {N-VPM} τῶν 3588 {T-GPF} ἐκκλησιῶν 1577 {N-GPF} τοῦ 3588 {T-GSM} θεοῦ 2316 {N-GSM} τῶν 3588 {T-GPF} οὐσῶν 1510 {V-PAP-GPF} ἐν 1722 {PREP} τῇ 3588 {T-DSF} Ἰουδαίᾳ 2449 {N-DSF} ἐν 1722 {PREP} χριστῷ 5547 {N-DSM} Ἰησοῦ· 2424 {N-DSM} ὅτι 3754 {CONJ} τὰ 3588 {T-APN} αὐτὰ 846 {P-APN} ἐπάθετε 3958 {V-2AAI-2P} καὶ 2532 {CONJ} ὑμεῖς 4771 {P-2NP} ὑπὸ 5259 {PREP} τῶν 3588 {T-GPM} ἰδίων 2398 {A-GPM} συμφυλετῶν, 4853 {N-GPM} καθὼς 2531 {ADV} καὶ 2532 {CONJ} αὐτοὶ 846 {P-NPM} ὑπὸ 5259 {PREP} τῶν 3588 {T-GPM} Ἰουδαίων, 2453 {A-GPM} "
2,15,"τῶν 3588 {T-GPM} καὶ 2532 {CONJ} τὸν 3588 {T-ASM} κύριον 2962 {N-ASM} ἀποκτεινάντων 615 {V-AAP-GPM} Ἰησοῦν 2424 {N-ASM} καὶ 2532 {CONJ} τοὺς 3588 {T-APM} ἰδίους 2398 {A-APM} προφήτας, 4396 {N-APM} καὶ 2532 {CONJ} ἡμᾶς 1473 {P-1AP} ἐκδιωξάντων, 1559 {V-AAP-GPM} καὶ 2532 {CONJ} θεῷ 2316 {N-DSM} μὴ 3361 {PRT-N} ἀρεσκόντων, 700 {V-PAP-GPM} καὶ 2532 {CONJ} πᾶσιν 3956 {A-DPM} ἀνθρώποις 444 {N-DPM} ἐναντίων, 1727 {A-GPM} "
2,16,"κωλυόντων 2967 {V-PAP-GPM} ἡμᾶς 1473 {P-1AP} τοῖς 3588 {T-DPN} ἔθνεσιν 1484 {N-DPN} λαλῆσαι 2980 {V-AAN} ἵνα 2443 {CONJ} σωθῶσιν, 4982 {V-APS-3P} εἰς 1519 {PREP} τὸ 3588 {T-ASN} ἀναπληρῶσαι 378 {V-AAN} αὐτῶν 846 {P-GPM} τὰς 3588 {T-APF} ἁμαρτίας 266 {N-APF} πάντοτε· 3842 {ADV} ἔφθασεν 5348 {V-AAI-3S} δὲ 1161 {CONJ} ἐπ’ 1909 {PREP} αὐτοὺς 846 {P-APM} ἡ 3588 {T-NSF} ὀργὴ 3709 {N-NSF} εἰς 1519 {PREP} τέλος. 5056 {N-ASN} "
2,17,"Ἡμεῖς 1473 {P-1NP} δέ, 1161 {CONJ} ἀδελφοί, 80 {N-VPM} ἀπορφανισθέντες 642 {V-APP-NPM} ἀφ’ 575 {PREP} ὑμῶν 4771 {P-2GP} πρὸς 4314 {PREP} καιρὸν 2540 {N-ASM} ὥρας, 5610 {N-GSF} προσώπῳ 4383 {N-DSN} οὐ 3756 {PRT-N} καρδίᾳ, 2588 {N-DSF} περισσοτέρως 4057 {ADV-C} ἐσπουδάσαμεν 4704 {V-AAI-1P} τὸ 3588 {T-ASN} πρόσωπον 4383 {N-ASN} ὑμῶν 4771 {P-2GP} ἰδεῖν 3708 {V-2AAN} ἐν 1722 {PREP} πολλῇ 4183 {A-DSF} ἐπιθυμίᾳ· 1939 {N-DSF} "
2,18,"διὸ 1352 {CONJ} ἠθελήσαμεν 2309 {V-AAI-1P} ἐλθεῖν 2064 {V-2AAN} πρὸς 4314 {PREP} ὑμᾶς, 4771 {P-2AP} ἐγὼ 1473 {P-1NS} μὲν 3303 {PRT} Παῦλος 3972 {N-NSM} καὶ 2532 {CONJ} ἅπαξ 530 {ADV} καὶ 2532 {CONJ} δίς, 1364 {ADV} καὶ 2532 {CONJ} ἐνέκοψεν 1465 {V-AAI-3S} ἡμᾶς 1473 {P-1AP} ὁ 3588 {T-NSM} Σατανᾶς. 4567 {N-NSM} "
2,19,"Τίς 5101 {I-NSF} γὰρ 1063 {CONJ} ἡμῶν 1473 {P-1GP} ἐλπὶς 1680 {N-NSF} ἢ 2228 {PRT} χαρὰ 5479 {N-NSF} ἢ 2228 {PRT} στέφανος 4735 {N-NSM} καυχήσεως, 2746 {N-GSF} Ἢ 2228 {PRT} οὐχὶ 3780 {PRT-I} καὶ 2532 {CONJ} ὑμεῖς, 4771 {P-2NP} ἔμπροσθεν 1715 {PREP} τοῦ 3588 {T-GSM} κυρίου 2962 {N-GSM} ἡμῶν 1473 {P-1GP} Ἰησοῦ 2424 {N-GSM} ἐν 1722 {PREP} τῇ 3588 {T-DSF} αὐτοῦ 846 {P-GSM} παρουσίᾳ, 3952 {N-DSF} "
2,20,Ὑμεῖς 4771 {P-2NP} γάρ 1063 {CONJ} ἐστε 1510 {V-PAI-2P} ἡ 3588 {T-NSF} δόξα 1391 {N-NSF} ἡμῶν 1473 {P-1GP} καὶ 2532 {CONJ} ἡ 3588 {T-NSF} χαρά. 5479 {N-NSF}
3,1,"Διὸ 1352 {CONJ} μηκέτι 3371 {ADV-N} στέγοντες, 4722 {V-PAP-NPM} εὐδοκήσαμεν 2106 {V-AAI-1P} καταλειφθῆναι 2641 {V-APN} ἐν 1722 {PREP} Ἀθήναις 116 {N-DPF} μόνοι, 3441 {A-NPM} "
3,2,"καὶ 2532 {CONJ} ἐπέμψαμεν 3992 {V-AAI-1P} Τιμόθεον 5095 {N-ASM} τὸν 3588 {T-ASM} ἀδελφὸν 80 {N-ASM} ἡμῶν 1473 {P-1GP} καὶ 2532 {CONJ} διάκονον 1249 {N-ASM} τοῦ 3588 {T-GSM} θεοῦ 2316 {N-GSM} καὶ 2532 {CONJ} συνεργὸν 4904 {A-ASM} ἡμῶν 1473 {P-1GP} ἐν 1722 {PREP} τῷ 3588 {T-DSN} εὐαγγελίῳ 2098 {N-DSN} τοῦ 3588 {T-GSM} χριστοῦ, 5547 {N-GSM} εἰς 1519 {PREP} τὸ 3588 {T-ASN} στηρίξαι 4741 {V-AAN} ὑμᾶς 4771 {P-2AP} καὶ 2532 {CONJ} παρακαλέσαι 3870 {V-AAN} ὑμᾶς 4771 {P-2AP} περὶ 4012 {PREP} τῆς 3588 {T-GSF} πίστεως 4102 {N-GSF} ὑμῶν, 4771 {P-2GP} "
3,3,τὸ 3588 {T-ASN} μηδένα 3367 {A-ASM-N} σαίνεσθαι 4525 {V-PPN} ἐν 1722 {PREP} ταῖς 3588 {T-DPF} θλίψεσιν 2347 {N-DPF} ταύταις· 3778 {D-DPF} αὐτοὶ 846 {P-NPM} γὰρ 1063 {CONJ} οἴδατε 1492 {V-RAI-2P} ὅτι 3754 {CONJ} εἰς 1519 {PREP} τοῦτο 3778 {D-ASN} κείμεθα. 2749 {V-PNI-1P} 
3,4,"Καὶ 2532 {CONJ} γὰρ 1063 {CONJ} ὅτε 3753 {ADV} πρὸς 4314 {PREP} ὑμᾶς 4771 {P-2AP} ἦμεν, 1510 {V-IAI-1P} προελέγομεν 4302 {V-IAI-1P} ὑμῖν 4771 {P-2DP} ὅτι 3754 {CONJ} μέλλομεν 3195 {V-PAI-1P} θλίβεσθαι, 2346 {V-PPN} καθὼς 2531 {ADV} καὶ 2532 {CONJ} ἐγένετο 1096 {V-2ADI-3S} καὶ 2532 {CONJ} οἴδατε. 1492 {V-RAI-2P} "
3,5,"Διὰ 1223 {PREP} τοῦτο 3778 {D-ASN} κἀγώ, 2504 {P-1NS-K} μηκέτι 3371 {ADV-N} στέγων, 4722 {V-PAP-NSM} ἔπεμψα 3992 {V-AAI-1S} εἰς 1519 {PREP} τὸ 3588 {T-ASN} γνῶναι 1097 {V-2AAN} τὴν 3588 {T-ASF} πίστιν 4102 {N-ASF} ὑμῶν, 4771 {P-2GP} μήπως 3381 {CONJ-N} ἐπείρασεν 3985 {V-AAI-3S} ὑμᾶς 4771 {P-2AP} ὁ 3588 {T-NSM} πειράζων, 3985 {V-PAP-NSM} καὶ 2532 {CONJ} εἰς 1519 {PREP} κενὸν 2756 {A-ASN} γένηται 1096 {V-2ADS-3S} ὁ 3588 {T-NSM} κόπος 2873 {N-NSM} ἡμῶν. 1473 {P-1GP} "
3,6,"Ἄρτι 737 {ADV} δὲ 1161 {CONJ} ἐλθόντος 2064 {V-2AAP-GSM} Τιμοθέου 5095 {N-GSM} πρὸς 4314 {PREP} ἡμᾶς 1473 {P-1AP} ἀφ’ 575 {PREP} ὑμῶν, 4771 {P-2GP} καὶ 2532 {CONJ} εὐαγγελισαμένου 2097 {V-AMP-GSM} ἡμῖν 1473 {P-1DP} τὴν 3588 {T-ASF} πίστιν 4102 {N-ASF} καὶ 2532 {CONJ} τὴν 3588 {T-ASF} ἀγάπην 26 {N-ASF} ὑμῶν, 4771 {P-2GP} καὶ 2532 {CONJ} ὅτι 3754 {CONJ} ἔχετε 2192 {V-PAI-2P} μνείαν 3417 {N-ASF} ἡμῶν 1473 {P-1GP} ἀγαθὴν 18 {A-ASF} πάντοτε, 3842 {ADV} ἐπιποθοῦντες 1971 {V-PAP-NPM} ἡμᾶς 1473 {P-1AP} ἰδεῖν, 3708 {V-2AAN} καθάπερ 2509 {ADV} καὶ 2532 {CONJ} ἡμεῖς 1473 {P-1NP} ὑμᾶς· 4771 {P-2AP} "
3,7,"διὰ 1223 {PREP} τοῦτο 3778 {D-ASN} παρεκλήθημεν, 3870 {V-API-1P} ἀδελφοί, 80 {N-VPM} ἐφ’ 1909 {PREP} ὑμῖν 4771 {P-2DP} ἐπὶ 1909 {PREP} πάσῃ 3956 {A-DSF} τῇ 3588 {T-DSF} θλίψει 2347 {N-DSF} καὶ 2532 {CONJ} ἀνάγκῃ 318 {N-DSF} ἡμῶν 1473 {P-1GP} διὰ 1223 {PREP} τῆς 3588 {T-GSF} ὑμῶν 4771 {P-2GP} πίστεως· 4102 {N-GSF} "
3,8,"ὅτι 3754 {CONJ} νῦν 3568 {ADV} ζῶμεν, 2198 {V-PAI-1P} ἐὰν 1437 {COND} ὑμεῖς 4771 {P-2NP} στήκετε 4739 {V-PAI-2P} ἐν 1722 {PREP} κυρίῳ. 2962 {N-DSM} "
3,9,"Τίνα 5101 {I-ASF} γὰρ 1063 {CONJ} εὐχαριστίαν 2169 {N-ASF} δυνάμεθα 1410 {V-PNI-1P} τῷ 3588 {T-DSM} θεῷ 2316 {N-DSM} ἀνταποδοῦναι 467 {V-2AAN} περὶ 4012 {PREP} ὑμῶν, 4771 {P-2GP} ἐπὶ 1909 {PREP} πάσῃ 3956 {A-DSF} τῇ 3588 {T-DSF} χαρᾷ 5479 {N-DSF} ᾗ 3739 {R-DSF} χαίρομεν 5463 {V-PAI-1P} δι’ 1223 {PREP} ὑμᾶς 4771 {P-2AP} ἔμπροσθεν 1715 {PREP} τοῦ 3588 {T-GSM} θεοῦ 2316 {N-GSM} ἡμῶν, 1473 {P-1GP} "
