chapter,verse,texte
1,11,"οὓς 3739 {R-APM} δεῖ 1163 {V-PAI-3S} ἐπιστομίζειν· 1993 {V-PAN} οἵτινες 3748 {R-NPM} ὅλους 3650 {A-APM} οἴκους 3624 {N-APM} ἀνατρέπουσιν, 396 {V-PAI-3P} διδάσκοντες 1321 {V-PAP-NPM} ἃ 3739 {R-APN} μὴ 3361 {PRT-N} δεῖ, 1163 {V-PAI-3S} αἰσχροῦ 150 {A-GSN} κέρδους 2771 {N-GSN} χάριν. 5484 {PREP} "
1,12,"Εἶπέν 3004 {V-2AAI-3S} τις 5100 {X-NSM} ἐξ 1537 {PREP} αὐτῶν, 846 {P-GPM} ἴδιος 2398 {A-NSM} αὐτῶν 846 {P-GPM} προφήτης, 4396 {N-NSM} Κρῆτες 2912 {N-NPM} ἀεὶ 104 {ADV} ψεῦσται, 5583 {N-NPM} κακὰ 2556 {A-NPN} θηρία, 2342 {N-NPN} γαστέρες 1064 {N-NPF} ἀργαί. 692 {A-NPF} "
1,13,"Ἡ 3588 {T-NSF} μαρτυρία 3141 {N-NSF} αὕτη 3778 {D-NSF} ἐστὶν 1510 {V-PAI-3S} ἀληθής. 227 {A-NSF} Δι’ 1223 {PREP} ἣν 3739 {R-ASF} αἰτίαν 156 {N-ASF} ἔλεγχε 1651 {V-PAM-2S} αὐτοὺς 846 {P-APM} ἀποτόμως, 664 {ADV} ἵνα 2443 {CONJ} ὑγιαίνωσιν 5198 {V-PAS-3P} ἐν 1722 {PREP} τῇ 3588 {T-DSF} πίστει, 4102 {N-DSF} "
1,14,"μὴ 3361 {PRT-N} προσέχοντες 4337 {V-PAP-NPM} Ἰουδαϊκοῖς 2451 {A-DPM} μύθοις, 3454 {N-DPM} καὶ 2532 {CONJ} ἐντολαῖς 1785 {N-DPF} ἀνθρώπων 444 {N-GPM} ἀποστρεφομένων 654 {V-PMP-GPM} τὴν 3588 {T-ASF} ἀλήθειαν. 225 {N-ASF} "
1,15,Πάντα 3956 {A-NPN} μὲν 3303 {PRT} καθαρὰ 2513 {A-NPN} τοῖς 3588 {T-DPM} καθαροῖς· 2513 {A-DPM} τοῖς 3588 {T-DPM} δὲ 1161 {CONJ} μεμιασμένοις 3392 {V-RPP-DPM} καὶ 2532 {CONJ} ἀπίστοις 571 {A-DPM} οὐδὲν 3762 {A-NSN-N} καθαρόν· 2513 {A-NSN} ἀλλὰ 235 {CONJ} μεμίανται 3392 {V-RPI-3S} αὐτῶν 846 {P-GPM} καὶ 2532 {CONJ} ὁ 3588 {T-NSM} νοῦς 3563 {N-NSM} καὶ 2532 {CONJ} ἡ 3588 {T-NSF} συνείδησις. 4893 {N-NSF}
1,16,"Θεὸν 2316 {N-ASM} ὁμολογοῦσιν 3670 {V-PAI-3P} εἰδέναι, 1492 {V-RAN} τοῖς 3588 {T-DPN} δὲ 1161 {CONJ} ἔργοις 2041 {N-DPN} ἀρνοῦνται, 720 {V-PNI-3P} βδελυκτοὶ 947 {A-NPM} ὄντες 1510 {V-PAP-NPM} καὶ 2532 {CONJ} ἀπειθεῖς 545 {A-NPM} καὶ 2532 {CONJ} πρὸς 4314 {PREP} πᾶν 3956 {A-ASN} ἔργον 2041 {N-ASN} ἀγαθὸν 18 {A-ASN} ἀδόκιμοι. 96 {A-NPM} "
2,1,Σὺ 4771 {P-2NS} δὲ 1161 {CONJ} λάλει 2980 {V-PAM-2S} ἃ 3739 {R-NPN} πρέπει 4241 {V-PAI-3S} τῇ 3588 {T-DSF} ὑγιαινούσῃ 5198 {V-PAP-DSF} διδασκαλίᾳ· 1319 {N-DSF} 
2,2,"πρεσβύτας 4246 {N-APM} νηφαλέους 3524 {A-APM} εἶναι, 1510 {V-PAN} σεμνούς, 4586 {A-APM} σώφρονας, 4998 {A-APM} ὑγιαίνοντας 5198 {V-PAP-APM} τῇ 3588 {T-DSF} πίστει, 4102 {N-DSF} τῇ 3588 {T-DSF} ἀγάπῃ, 26 {N-DSF} τῇ 3588 {T-DSF} ὑπομονῇ· 5281 {N-DSF} "
2,3,"πρεσβύτιδας 4247 {N-APF} ὡσαύτως 5615 {ADV} ἐν 1722 {PREP} καταστήματι 2688 {N-DSN} ἱεροπρεπεῖς, 2412 {A-APF} μὴ 3361 {PRT-N} διαβόλους, 1228 {A-APF} μὴ 3361 {PRT-N} οἴνῳ 3631 {N-DSM} πολλῷ 4183 {A-DSM} δεδουλωμένας, 1402 {V-RPP-APF} καλοδιδασκάλους, 2567 {A-APF} "
2,4,"ἵνα 2443 {CONJ} σωφρονίζωσιν 4994 {V-PAS-3P} τὰς 3588 {T-APF} νέας 3501 {A-APF} φιλάνδρους 5362 {A-APF} εἶναι, 1510 {V-PAN} φιλοτέκνους, 5388 {A-APF} "
2,5,"σώφρονας, 4998 {A-APF} ἁγνάς, 53 {A-APF} οἰκουρούς, 3626 {A-APF} ἀγαθάς, 18 {A-APF} ὑποτασσομένας 5293 {V-PPP-APF} τοῖς 3588 {T-DPM} ἰδίοις 2398 {A-DPM} ἀνδράσιν, 435 {N-DPM} ἵνα 2443 {CONJ} μὴ 3361 {PRT-N} ὁ 3588 {T-NSM} λόγος 3056 {N-NSM} τοῦ 3588 {T-GSM} θεοῦ 2316 {N-GSM} βλασφημῆται· 987 {V-PPS-3S} "
2,6,τοὺς 3588 {T-APM} νεωτέρους 3501 {A-APM-C} ὡσαύτως 5615 {ADV} παρακάλει 3870 {V-PAM-2S} σωφρονεῖν· 4993 {V-PAN}
2,7,"περὶ 4012 {PREP} πάντα 3956 {A-APN} σεαυτὸν 4572 {F-2ASM} παρεχόμενος 3930 {V-PMP-NSM} τύπον 5179 {N-ASM} καλῶν 2570 {A-GPN} ἔργων, 2041 {N-GPN} ἐν 1722 {PREP} τῇ 3588 {T-DSF} διδασκαλίᾳ 1319 {N-DSF} ἀδιαφθορίαν, 90 {N-ASF} σεμνότητα, 4587 {N-ASF} ἀφθαρσίαν, 861 {N-ASF} "
2,8,"λόγον 3056 {N-ASM} ὑγιῆ, 5199 {A-ASM} ἀκατάγνωστον, 176 {A-ASM} ἵνα 2443 {CONJ} ὁ 3588 {T-NSM} ἐξ 1537 {PREP} ἐναντίας 1727 {A-GSF} ἐντραπῇ, 1788 {V-2APS-3S} μηδὲν 3367 {A-ASN-N} ἔχων 2192 {V-PAP-NSM} περὶ 4012 {PREP} ἡμῶν 1473 {P-1GP} λέγειν 3004 {V-PAN} φαῦλον. 5337 {A-ASN} "
2,9,"Δούλους 1401 {N-APM} ἰδίοις 2398 {A-DPM} δεσπόταις 1203 {N-DPM} ὑποτάσσεσθαι, 5293 {V-PMN} ἐν 1722 {PREP} πᾶσιν 3956 {A-DPN} εὐαρέστους 2101 {A-APM} εἶναι, 1510 {V-PAN} μὴ 3361 {PRT-N} ἀντιλέγοντας, 483 {V-PAP-APM} "
2,10,"μὴ 3361 {PRT-N} νοσφιζομένους, 3557 {V-PMP-APM} ἀλλὰ 235 {CONJ} πίστιν 4102 {N-ASF} πᾶσαν 3956 {A-ASF} ἐνδεικνυμένους 1731 {V-PMP-APM} ἀγαθήν, 18 {A-ASF} ἵνα 2443 {CONJ} τὴν 3588 {T-ASF} διδασκαλίαν 1319 {N-ASF} τοῦ 3588 {T-GSM} σωτῆρος 4990 {N-GSM} ἡμῶν 1473 {P-1GP} θεοῦ 2316 {N-GSM} κοσμῶσιν 2885 {V-PAS-3P} ἐν 1722 {PREP} πᾶσιν. 3956 {A-DPN} "
2,11,"Ἐπεφάνη 2014 {V-2API-3S} γὰρ 1063 {CONJ} ἡ 3588 {T-NSF} χάρις 5485 {N-NSF} τοῦ 3588 {T-GSM} θεοῦ 2316 {N-GSM} ἡ 3588 {T-NSF} σωτήριος 4992 {A-NSF} πᾶσιν 3956 {A-DPM} ἀνθρώποις, 444 {N-DPM} "
2,12,"παιδεύουσα 3811 {V-PAP-NSF} ἡμᾶς 1473 {P-1AP} ἵνα, 2443 {CONJ} ἀρνησάμενοι 720 {V-ADP-NPM} τὴν 3588 {T-ASF} ἀσέβειαν 763 {N-ASF} καὶ 2532 {CONJ} τὰς 3588 {T-APF} κοσμικὰς 2886 {A-APF} ἐπιθυμίας, 1939 {N-APF} σωφρόνως 4996 {ADV} καὶ 2532 {CONJ} δικαίως 1346 {ADV} καὶ 2532 {CONJ} εὐσεβῶς 2153 {ADV} ζήσωμεν 2198 {V-AAS-1P} ἐν 1722 {PREP} τῷ 3588 {T-DSM} νῦν 3568 {ADV} αἰῶνι, 165 {N-DSM} "
2,13,"προσδεχόμενοι 4327 {V-PNP-NPM} τὴν 3588 {T-ASF} μακαρίαν 3107 {A-ASF} ἐλπίδα 1680 {N-ASF} καὶ 2532 {CONJ} ἐπιφάνειαν 2015 {N-ASF} τῆς 3588 {T-GSF} δόξης 1391 {N-GSF} τοῦ 3588 {T-GSM} μεγάλου 3173 {A-GSM} θεοῦ 2316 {N-GSM} καὶ 2532 {CONJ} σωτῆρος 4990 {N-GSM} ἡμῶν 1473 {P-1GP} Ἰησοῦ 2424 {N-GSM} χριστοῦ, 5547 {N-GSM} "
2,14,"ὃς 3739 {R-NSM} ἔδωκεν 1325 {V-AAI-3S} ἑαυτὸν 1438 {F-3ASM} ὑπὲρ 5228 {PREP} ἡμῶν, 1473 {P-1GP} ἵνα 2443 {CONJ} λυτρώσηται 3084 {V-AMS-3S} ἡμᾶς 1473 {P-1AP} ἀπὸ 575 {PREP} πάσης 3956 {A-GSF} ἀνομίας, 458 {N-GSF} καὶ 2532 {CONJ} καθαρίσῃ 2511 {V-AAS-3S} ἑαυτῷ 1438 {F-3DSM} λαὸν 2992 {N-ASM} περιούσιον, 4041 {A-ASM} ζηλωτὴν 2207 {N-ASM} καλῶν 2570 {A-GPN} ἔργων. 2041 {N-GPN} "
2,15,"Ταῦτα 3778 {D-APN} λάλει, 2980 {V-PAM-2S} καὶ 2532 {CONJ} παρακάλει, 3870 {V-PAM-2S} καὶ 2532 {CONJ} ἔλεγχε 1651 {V-PAM-2S} μετὰ 3326 {PREP} πάσης 3956 {A-GSF} ἐπιταγῆς. 2003 {N-GSF} Μηδείς 3367 {A-NSM-N} σου 4771 {P-2GS} περιφρονείτω. 4065 {V-PAM-3S} "
3,1,"Ὑπομίμνῃσκε 5279 {V-PAM-2S} αὐτοὺς 846 {P-APM} ἀρχαῖς 746 {N-DPF} καὶ 2532 {CONJ} ἐξουσίαις 1849 {N-DPF} ὑποτάσσεσθαι, 5293 {V-PMN} πειθαρχεῖν, 3980 {V-PAN} πρὸς 4314 {PREP} πᾶν 3956 {A-ASN} ἔργον 2041 {N-ASN} ἀγαθὸν 18 {A-ASN} ἑτοίμους 2092 {A-APM} εἶναι, 1510 {V-PAN} "
3,2,"μηδένα 3367 {A-ASM-N} βλασφημεῖν, 987 {V-PAN} ἀμάχους 269 {A-APM} εἶναι, 1510 {V-PAN} ἐπιεικεῖς, 1933 {A-APM} πᾶσαν 3956 {A-ASF} ἐνδεικνυμένους 1731 {V-PMP-APM} πρᾳότητα 4240 {N-ASF} πρὸς 4314 {PREP} πάντας 3956 {A-APM} ἀνθρώπους. 444 {N-APM} "
3,3,"Ἦμεν 1510 {V-IAI-1P} γάρ 1063 {CONJ} ποτε 4218 {PRT} καὶ 2532 {CONJ} ἡμεῖς 1473 {P-1NP} ἀνόητοι, 453 {A-NPM} ἀπειθεῖς, 545 {A-NPM} πλανώμενοι, 4105 {V-PPP-NPM} δουλεύοντες 1398 {V-PAP-NPM} ἐπιθυμίαις 1939 {N-DPF} καὶ 2532 {CONJ} ἡδοναῖς 2237 {N-DPF} ποικίλαις, 4164 {A-DPF} ἐν 1722 {PREP} κακίᾳ 2549 {N-DSF} καὶ 2532 {CONJ} φθόνῳ 5355 {N-DSM} διάγοντες, 1236 {V-PAP-NPM} στυγητοί, 4767 {A-NPM} μισοῦντες 3404 {V-PAP-NPM} ἀλλήλους. 240 {C-APM} "
3,4,"Ὅτε 3753 {ADV} δὲ 1161 {CONJ} ἡ 3588 {T-NSF} χρηστότης 5544 {N-NSF} καὶ 2532 {CONJ} ἡ 3588 {T-NSF} φιλανθρωπία 5363 {N-NSF} ἐπεφάνη 2014 {V-2API-3S} τοῦ 3588 {T-GSM} σωτῆρος 4990 {N-GSM} ἡμῶν 1473 {P-1GP} θεοῦ, 2316 {N-GSM} "
3,5,"οὐκ 3756 {PRT-N} ἐξ 1537 {PREP} ἔργων 2041 {N-GPN} τῶν 3588 {T-GPN} ἐν 1722 {PREP} δικαιοσύνῃ 1343 {N-DSF} ὧν 3739 {R-GPN} ἐποιήσαμεν 4160 {V-AAI-1P} ἡμεῖς, 1473 {P-1NP} ἀλλὰ 235 {CONJ} κατὰ 2596 {PREP} τὸν 3588 {T-ASM} αὐτοῦ 846 {P-GSM} ἔλεον 1656 {N-ASM} ἔσωσεν 4982 {V-AAI-3S} ἡμᾶς, 1473 {P-1AP} διὰ 1223 {PREP} λουτροῦ 3067 {N-GSN} παλιγγενεσίας 3824 {N-GSF} καὶ 2532 {CONJ} ἀνακαινώσεως 342 {N-GSF} πνεύματος 4151 {N-GSN} ἁγίου, 40 {A-GSN} "
3,6,"οὗ 3739 {R-GSN} ἐξέχεεν 1632 {V-AAI-3S} ἐφ’ 1909 {PREP} ἡμᾶς 1473 {P-1AP} πλουσίως, 4146 {ADV} διὰ 1223 {PREP} Ἰησοῦ 2424 {N-GSM} χριστοῦ 5547 {N-GSM} τοῦ 3588 {T-GSM} σωτῆρος 4990 {N-GSM} ἡμῶν, 1473 {P-1GP} "
3,7,"ἵνα 2443 {CONJ} δικαιωθέντες 1344 {V-APP-NPM} τῇ 3588 {T-DSF} ἐκείνου 1565 {D-GSM} χάριτι, 5485 {N-DSF} κληρονόμοι 2818 {N-NPM} γενώμεθα 1096 {V-2ADS-1P} κατ’ 2596 {PREP} ἐλπίδα 1680 {N-ASF} ζωῆς 2222 {N-GSF} αἰωνίου. 166 {A-GSF} "
3,8,"Πιστὸς 4103 {A-NSM} ὁ 3588 {T-NSM} λόγος, 3056 {N-NSM} καὶ 2532 {CONJ} περὶ 4012 {PREP} τούτων 3778 {D-GPN} βούλομαί 1014 {V-PNI-1S} σε 4771 {P-2AS} διαβεβαιοῦσθαι, 1226 {V-PNN} ἵνα 2443 {CONJ} φροντίζωσιν 5431 {V-PAS-3P} καλῶν 2570 {A-GPN} ἔργων 2041 {N-GPN} προΐστασθαι 4291 {V-PMN} οἱ 3588 {T-NPM} πεπιστευκότες 4100 {V-RAP-NPM} θεῷ. 2316 {N-DSM} Ταῦτά 3778 {D-NPN} ἐστιν 1510 {V-PAI-3S} τὰ 3588 {T-NPN} καλὰ 2570 {A-NPN} καὶ 2532 {CONJ} ὠφέλιμα 5624 {A-NPN} τοῖς 3588 {T-DPM} ἀνθρώποις· 444 {N-DPM} "
3,9,μωρὰς 3474 {A-APF} δὲ 1161 {CONJ} ζητήσεις 2214 {N-APF} καὶ 2532 {CONJ} γενεαλογίας 1076 {N-APF} καὶ 2532 {CONJ} ἔρεις 2054 {N-APF} καὶ 2532 {CONJ} μάχας 3163 {N-APF} νομικὰς 3544 {A-APF} περιΐστασο· 4026 {V-PMM-2S} εἰσὶν 1510 {V-PAI-3P} γὰρ 1063 {CONJ} ἀνωφελεῖς 512 {A-NPF} καὶ 2532 {CONJ} μάταιοι. 3152 {A-NPF} 
3,10,"Αἱρετικὸν 141 {A-ASM} ἄνθρωπον 444 {N-ASM} μετὰ 3326 {PREP} μίαν 1520 {A-ASF} καὶ 2532 {CONJ} δευτέραν 1208 {A-ASF} νουθεσίαν 3559 {N-ASF} παραιτοῦ, 3868 {V-PNM-2S} "
3,11,"εἰδὼς 1492 {V-RAP-NSM} ὅτι 3754 {CONJ} ἐξέστραπται 1612 {V-RPI-3S} ὁ 3588 {T-NSM} τοιοῦτος, 5108 {D-NSM} καὶ 2532 {CONJ} ἁμαρτάνει, 264 {V-PAI-3S} ὢν 1510 {V-PAP-NSM} αὐτοκατάκριτος. 843 {A-NSM} "
3,12,"Ὅταν 3752 {CONJ} πέμψω 3992 {V-FAI-1S} Ἀρτεμᾶν 734 {N-ASM} πρός 4314 {PREP} σε 4771 {P-2AS} ἢ 2228 {PRT} Τυχικόν, 5190 {N-ASM} σπούδασον 4704 {V-AAM-2S} ἐλθεῖν 2064 {V-2AAN} πρός 4314 {PREP} με 1473 {P-1AS} εἰς 1519 {PREP} Νικόπολιν· 3533 {N-ASF} ἐκεῖ 1563 {ADV} γὰρ 1063 {CONJ} κέκρικα 2919 {V-RAI-1S} παραχειμάσαι. 3914 {V-AAN} "
3,13,"Ζηνᾶν 2211 {N-ASM} τὸν 3588 {T-ASM} νομικὸν 3544 {A-ASM} καὶ 2532 {CONJ} Ἀπολλὼ 625 {N-ASM} σπουδαίως 4709 {ADV} πρόπεμψον, 4311 {V-AAM-2S} ἵνα 2443 {CONJ} μηδὲν 3367 {A-ASN-N} αὐτοῖς 846 {P-DPM} λείπῃ. 3007 {V-PAS-3S} "
3,14,"Μανθανέτωσαν 3129 {V-PAM-3P} δὲ 1161 {CONJ} καὶ 2532 {CONJ} οἱ 3588 {T-NPM} ἡμέτεροι 2251 {S-1PNPM} καλῶν 2570 {A-GPN} ἔργων 2041 {N-GPN} προΐστασθαι 4291 {V-PMN} εἰς 1519 {PREP} τὰς 3588 {T-APF} ἀναγκαίας 316 {A-APF} χρείας, 5532 {N-APF} ἵνα 2443 {CONJ} μὴ 3361 {PRT-N} ὦσιν 1510 {V-PAS-3P} ἄκαρποι. 175 {A-NPM} "
3,15,"Ἀσπάζονταί 782 {V-PNI-3P} σε 4771 {P-2AS} οἱ 3588 {T-NPM} μετ’ 3326 {PREP} ἐμοῦ 1473 {P-1GS} πάντες. 3956 {A-NPM} Ἄσπασαι 782 {V-ADM-2S} τοὺς 3588 {T-APM} φιλοῦντας 5368 {V-PAP-APM} ἡμᾶς 1473 {P-1AP} ἐν 1722 {PREP} πίστει. 4102 {N-DSF} Ἡ 3588 {T-NSF} χάρις 5485 {N-NSF} μετὰ 3326 {PREP} πάντων 3956 {A-GPM} ὑμῶν. 4771 {P-2GP} Ἀμήν. 281 {HEB} "
