chapter,verse,texte
1,11,"αὐτοὶ 846 {P-NPM} ἀπολοῦνται, 622 {V-FMI-3P} σὺ 4771 {P-2NS} δὲ 1161 {CONJ} διαμένεις· 1265 {V-PAI-2S} καὶ 2532 {CONJ} πάντες 3956 {A-NPM} ὡς 5613 {ADV} ἱμάτιον 2440 {N-NSN} παλαιωθήσονται, 3822 {V-FPI-3P} "
1,12,"καὶ 2532 {CONJ} ὡσεὶ 5616 {ADV} περιβόλαιον 4018 {N-ASN} ἑλίξεις 1667 {V-FAI-2S} αὐτούς, 846 {P-APM} καὶ 2532 {CONJ} ἀλλαγήσονται· 236 {V-2FPI-3P} σὺ 4771 {P-2NS} δὲ 1161 {CONJ} ὁ 3588 {T-NSM} αὐτὸς 846 {P-NSM} εἶ, 1510 {V-PAI-2S} καὶ 2532 {CONJ} τὰ 3588 {T-NPN} ἔτη 2094 {N-NPN} σου 4771 {P-2GS} οὐκ 3756 {PRT-N} ἐκλείψουσιν. 1587 {V-FAI-3P} "
1,13,"Πρὸς 4314 {PREP} τίνα 5101 {I-ASM} δὲ 1161 {CONJ} τῶν 3588 {T-GPM} ἀγγέλων 32 {N-GPM} εἴρηκέν 2046 {V-RAI-3S-ATT} ποτε, 4218 {PRT} Κάθου 2521 {V-PNM-2S} ἐκ 1537 {PREP} δεξιῶν 1188 {A-GPN} μου, 1473 {P-1GS} ἕως 2193 {ADV} ἂν 302 {PRT} θῶ 5087 {V-2AAS-1S} τοὺς 3588 {T-APM} ἐχθρούς 2190 {A-APM} σου 4771 {P-2GS} ὑποπόδιον 5286 {N-ASN} τῶν 3588 {T-GPM} ποδῶν 4228 {N-GPM} σου, 4771 {P-2GS} "
1,14,"Οὐχὶ 3780 {PRT-I} πάντες 3956 {A-NPM} εἰσὶν 1510 {V-PAI-3P} λειτουργικὰ 3010 {A-NPN} πνεύματα, 4151 {N-NPN} εἰς 1519 {PREP} διακονίαν 1248 {N-ASF} ἀποστελλόμενα 649 {V-PPP-NPN} διὰ 1223 {PREP} τοὺς 3588 {T-APM} μέλλοντας 3195 {V-PAP-APM} κληρονομεῖν 2816 {V-PAN} σωτηρίαν, 4991 {N-ASF} "
2,1,"Διὰ 1223 {PREP} τοῦτο 3778 {D-ASN} δεῖ 1163 {V-PAI-3S} περισσοτέρως 4057 {ADV-C} ἡμᾶς 1473 {P-1AP} προσέχειν 4337 {V-PAN} τοῖς 3588 {T-DPN} ἀκουσθεῖσιν, 191 {V-APP-DPN} μήποτε 3379 {ADV-N} παραρρυῶμεν. 3901 {V-2APS-1P} "
2,2,"Εἰ 1487 {COND} γὰρ 1063 {CONJ} ὁ 3588 {T-NSM} δι’ 1223 {PREP} ἀγγέλων 32 {N-GPM} λαληθεὶς 2980 {V-APP-NSM} λόγος 3056 {N-NSM} ἐγένετο 1096 {V-2ADI-3S} βέβαιος, 949 {A-NSM} καὶ 2532 {CONJ} πᾶσα 3956 {A-NSF} παράβασις 3847 {N-NSF} καὶ 2532 {CONJ} παρακοὴ 3876 {N-NSF} ἔλαβεν 2983 {V-2AAI-3S} ἔνδικον 1738 {A-ASF} μισθαποδοσίαν, 3405 {N-ASF} "
2,3,"πῶς 4459 {ADV-I} ἡμεῖς 1473 {P-1NP} ἐκφευξόμεθα 1628 {V-FDI-1P} τηλικαύτης 5082 {D-GSF} ἀμελήσαντες 272 {V-AAP-NPM} σωτηρίας, 4991 {N-GSF} Ἥτις, 3748 {R-NSF} ἀρχὴν 746 {N-ASF} λαβοῦσα 2983 {V-2AAP-NSF} λαλεῖσθαι 2980 {V-PPN} διὰ 1223 {PREP} τοῦ 3588 {T-GSM} κυρίου, 2962 {N-GSM} ὑπὸ 5259 {PREP} τῶν 3588 {T-GPM} ἀκουσάντων 191 {V-AAP-GPM} εἰς 1519 {PREP} ἡμᾶς 1473 {P-1AP} ἐβεβαιώθη, 950 {V-API-3S} "
2,4,"συνεπιμαρτυροῦντος 4901 {V-PAP-GSM} τοῦ 3588 {T-GSM} θεοῦ 2316 {N-GSM} σημείοις 4592 {N-DPN} τε 5037 {PRT} καὶ 2532 {CONJ} τέρασιν, 5059 {N-DPN} καὶ 2532 {CONJ} ποικίλαις 4164 {A-DPF} δυνάμεσιν, 1411 {N-DPF} καὶ 2532 {CONJ} πνεύματος 4151 {N-GSN} ἁγίου 40 {A-GSN} μερισμοῖς, 3311 {N-DPM} κατὰ 2596 {PREP} τὴν 3588 {T-ASF} αὐτοῦ 846 {P-GSM} θέλησιν. 2308 {N-ASF} "
2,5,"Οὐ 3756 {PRT-N} γὰρ 1063 {CONJ} ἀγγέλοις 32 {N-DPM} ὑπέταξεν 5293 {V-AAI-3S} τὴν 3588 {T-ASF} οἰκουμένην 3625 {N-ASF} τὴν 3588 {T-ASF} μέλλουσαν, 3195 {V-PAP-ASF} περὶ 4012 {PREP} ἧς 3739 {R-GSF} λαλοῦμεν. 2980 {V-PAI-1P} "
2,6,"Διεμαρτύρατο 1263 {V-ADI-3S} δέ 1161 {CONJ} πού 4225 {ADV} τις 5100 {X-NSM} λέγων, 3004 {V-PAP-NSM} Τί 5101 {I-NSN} ἐστιν 1510 {V-PAI-3S} ἄνθρωπος, 444 {N-NSM} ὅτι 3754 {CONJ} μιμνῄσκῃ 3403 {V-PNI-2S} αὐτοῦ, 846 {P-GSM} Ἢ 2228 {PRT} υἱὸς 5207 {N-NSM} ἀνθρώπου, 444 {N-GSM} ὅτι 3754 {CONJ} ἐπισκέπτῃ 1980 {V-PNI-2S} αὐτόν, 846 {P-ASM} "
2,7,Ἠλάττωσας 1642 {V-AAI-2S} αὐτὸν 846 {P-ASM} βραχύ 1024 {A-ASN} τι 5100 {X-ASN} παρ’ 3844 {PREP} ἀγγέλους· 32 {N-APM} δόξῃ 1391 {N-DSF} καὶ 2532 {CONJ} τιμῇ 5092 {N-DSF} ἐστεφάνωσας 4737 {V-AAI-2S} αὐτόν· 846 {P-ASM}
2,8,"πάντα 3956 {A-APN} ὑπέταξας 5293 {V-AAI-2S} ὑποκάτω 5270 {ADV} τῶν 3588 {T-GPM} ποδῶν 4228 {N-GPM} αὐτοῦ. 846 {P-GSM} Ἐν 1722 {PREP} γὰρ 1063 {CONJ} τῷ 3588 {T-DSN} ὑποτάξαι 5293 {V-AAN} αὐτῷ 846 {P-DSM} τὰ 3588 {T-APN} πάντα, 3956 {A-APN} οὐδὲν 3762 {A-ASN-N} ἀφῆκεν 863 {V-AAI-3S} αὐτῷ 846 {P-DSM} ἀνυπότακτον. 506 {A-ASN} Νῦν 3568 {ADV} δὲ 1161 {CONJ} οὔπω 3768 {ADV-N} ὁρῶμεν 3708 {V-PAI-1P} αὐτῷ 846 {P-DSM} τὰ 3588 {T-APN} πάντα 3956 {A-APN} ὑποτεταγμένα. 5293 {V-RPP-APN} "
2,9,"Τὸν 3588 {T-ASM} δὲ 1161 {CONJ} βραχύ 1024 {A-ASN} τι 5100 {X-ASN} παρ’ 3844 {PREP} ἀγγέλους 32 {N-APM} ἠλαττωμένον 1642 {V-RPP-ASM} βλέπομεν 991 {V-PAI-1P} Ἰησοῦν, 2424 {N-ASM} διὰ 1223 {PREP} τὸ 3588 {T-ASN} πάθημα 3804 {N-ASN} τοῦ 3588 {T-GSM} θανάτου 2288 {N-GSM} δόξῃ 1391 {N-DSF} καὶ 2532 {CONJ} τιμῇ 5092 {N-DSF} ἐστεφανωμένον, 4737 {V-RPP-ASM} ὅπως 3704 {ADV} χάριτι 5485 {N-DSF} θεοῦ 2316 {N-GSM} ὑπὲρ 5228 {PREP} παντὸς 3956 {A-GSM} γεύσηται 1089 {V-ADS-3S} θανάτου. 2288 {N-GSM} "
2,10,"Ἔπρεπεν 4241 {V-IAI-3S} γὰρ 1063 {CONJ} αὐτῷ, 846 {P-DSM} δι’ 1223 {PREP} ὃν 3739 {R-ASM} τὰ 3588 {T-NPN} πάντα, 3956 {A-NPN} καὶ 2532 {CONJ} δι’ 1223 {PREP} οὗ 3739 {R-GSM} τὰ 3588 {T-NPN} πάντα, 3956 {A-NPN} πολλοὺς 4183 {A-APM} υἱοὺς 5207 {N-APM} εἰς 1519 {PREP} δόξαν 1391 {N-ASF} ἀγαγόντα, 71 {V-2AAP-ASM} τὸν 3588 {T-ASM} ἀρχηγὸν 747 {N-ASM} τῆς 3588 {T-GSF} σωτηρίας 4991 {N-GSF} αὐτῶν 846 {P-GPM} διὰ 1223 {PREP} παθημάτων 3804 {N-GPN} τελειῶσαι. 5048 {V-AAN} "
2,11,"Ὅ 3588 {T-NSM} τε 5037 {PRT} γὰρ 1063 {CONJ} ἁγιάζων 37 {V-PAP-NSM} καὶ 2532 {CONJ} οἱ 3588 {T-NPM} ἁγιαζόμενοι, 37 {V-PPP-NPM} ἐξ 1537 {PREP} ἑνὸς 1520 {A-GSM} πάντες· 3956 {A-NPM} δι’ 1223 {PREP} ἣν 3739 {R-ASF} αἰτίαν 156 {N-ASF} οὐκ 3756 {PRT-N} ἐπαισχύνεται 1870 {V-PNI-3S} ἀδελφοὺς 80 {N-APM} αὐτοὺς 846 {P-APM} καλεῖν, 2564 {V-PAN} "
2,12,"λέγων, 3004 {V-PAP-NSM} Ἀπαγγελῶ 518 {V-FAI-1S} τὸ 3588 {T-ASN} ὄνομά 3686 {N-ASN} σου 4771 {P-2GS} τοῖς 3588 {T-DPM} ἀδελφοῖς 80 {N-DPM} μου, 1473 {P-1GS} ἐν 1722 {PREP} μέσῳ 3319 {A-DSN} ἐκκλησίας 1577 {N-GSF} ὑμνήσω 5214 {V-FAI-1S} σε. 4771 {P-2AS} "
2,13,"Καὶ 2532 {CONJ} πάλιν, 3825 {ADV} Ἐγὼ 1473 {P-1NS} ἔσομαι 1510 {V-FDI-1S} πεποιθὼς 3982 {V-2RAP-NSM} ἐπ’ 1909 {PREP} αὐτῷ. 846 {P-DSM} Καὶ 2532 {CONJ} πάλιν, 3825 {ADV} Ἰδοὺ 3708 {V-2AMM-2S} ἐγὼ 1473 {P-1NS} καὶ 2532 {CONJ} τὰ 3588 {T-NPN} παιδία 3813 {N-NPN} ἅ 3739 {R-APN} μοι 1473 {P-1DS} ἔδωκεν 1325 {V-AAI-3S} ὁ 3588 {T-NSM} θεός. 2316 {N-NSM} "
2,14,"Ἐπεὶ 1893 {CONJ} οὖν 3767 {CONJ} τὰ 3588 {T-NPN} παιδία 3813 {N-NPN} κεκοινώνηκεν 2841 {V-RAI-3S} σαρκὸς 4561 {N-GSF} καὶ 2532 {CONJ} αἵματος, 129 {N-GSN} καὶ 2532 {CONJ} αὐτὸς 846 {P-NSM} παραπλησίως 3898 {ADV} μετέσχεν 3348 {V-2AAI-3S} τῶν 3588 {T-GPN} αὐτῶν, 846 {P-GPN} ἵνα 2443 {CONJ} διὰ 1223 {PREP} τοῦ 3588 {T-GSM} θανάτου 2288 {N-GSM} καταργήσῃ 2673 {V-AAS-3S} τὸν 3588 {T-ASM} τὸ 3588 {T-ASN} κράτος 2904 {N-ASN} ἔχοντα 2192 {V-PAP-ASM} τοῦ 3588 {T-GSM} θανάτου, 2288 {N-GSM} τοῦτ’ 3778 {D-NSN} ἔστιν 1510 {V-PAI-3S} τὸν 3588 {T-ASM} διάβολον, 1228 {A-ASM} "
2,15,"καὶ 2532 {CONJ} ἀπαλλάξῃ 525 {V-AAS-3S} τούτους, 3778 {D-APM} ὅσοι 3745 {K-NPM} φόβῳ 5401 {N-DSM} θανάτου 2288 {N-GSM} διὰ 1223 {PREP} παντὸς 3956 {A-GSN} τοῦ 3588 {T-GSN} ζῇν 2198 {V-PAN} ἔνοχοι 1777 {A-NPM} ἦσαν 1510 {V-IAI-3P} δουλείας. 1397 {N-GSF} "
2,16,"Οὐ 3756 {PRT-N} γὰρ 1063 {CONJ} δήπου 1222 {ADV} ἀγγέλων 32 {N-GPM} ἐπιλαμβάνεται, 1949 {V-PNI-3S} ἀλλὰ 235 {CONJ} σπέρματος 4690 {N-GSN} Ἀβραὰμ 11 {N-PRI} ἐπιλαμβάνεται. 1949 {V-PNI-3S} "
2,17,"Ὅθεν 3606 {ADV} ὤφειλεν 3784 {V-IAI-3S} κατὰ 2596 {PREP} πάντα 3956 {A-APN} τοῖς 3588 {T-DPM} ἀδελφοῖς 80 {N-DPM} ὁμοιωθῆναι, 3666 {V-APN} ἵνα 2443 {CONJ} ἐλεήμων 1655 {A-NSM} γένηται 1096 {V-2ADS-3S} καὶ 2532 {CONJ} πιστὸς 4103 {A-NSM} ἀρχιερεὺς 749 {N-NSM} τὰ 3588 {T-APN} πρὸς 4314 {PREP} τὸν 3588 {T-ASM} θεόν, 2316 {N-ASM} εἰς 1519 {PREP} τὸ 3588 {T-ASN} ἱλάσκεσθαι 2433 {V-PPN} τὰς 3588 {T-APF} ἁμαρτίας 266 {N-APF} τοῦ 3588 {T-GSM} λαοῦ. 2992 {N-GSM} "
2,18,"Ἐν 1722 {PREP} ᾧ 3739 {R-DSN} γὰρ 1063 {CONJ} πέπονθεν 3958 {V-2RAI-3S} αὐτὸς 846 {P-NSM} πειρασθείς, 3985 {V-APP-NSM} δύναται 1410 {V-PNI-3S} τοῖς 3588 {T-DPM} πειραζομένοις 3985 {V-PPP-DPM} βοηθῆσαι. 997 {V-AAN} "
3,1,"Ὅθεν, 3606 {ADV} ἀδελφοὶ 80 {N-VPM} ἅγιοι, 40 {A-VPM} κλήσεως 2821 {N-GSF} ἐπουρανίου 2032 {A-GSF} μέτοχοι, 3353 {A-NPM} κατανοήσατε 2657 {V-AAM-2P} τὸν 3588 {T-ASM} ἀπόστολον 652 {N-ASM} καὶ 2532 {CONJ} ἀρχιερέα 749 {N-ASM} τῆς 3588 {T-GSF} ὁμολογίας 3671 {N-GSF} ἡμῶν 1473 {P-1GP} Ἰησοῦν 2424 {N-ASM} χριστόν, 5547 {N-ASM} "
3,2,"πιστὸν 4103 {A-ASM} ὄντα 1510 {V-PAP-ASM} τῷ 3588 {T-DSM} ποιήσαντι 4160 {V-AAP-DSM} αὐτόν, 846 {P-ASM} ὡς 5613 {ADV} καὶ 2532 {CONJ} Μωϋσῆς 3475 {N-NSM} ἐν 1722 {PREP} ὅλῳ 3650 {A-DSM} τῷ 3588 {T-DSM} οἴκῳ 3624 {N-DSM} αὐτοῦ. 846 {P-GSM} "
3,3,"Πλείονος 4183 {A-GSF-C} γὰρ 1063 {CONJ} δόξης 1391 {N-GSF} οὗτος 3778 {D-NSM} παρὰ 3844 {PREP} Μωϋσῆν 3475 {N-ASM} ἠξίωται, 515 {V-RPI-3S} καθ’ 2596 {PREP} ὅσον 3745 {K-ASN} πλείονα 4183 {A-ASF-C} τιμὴν 5092 {N-ASF} ἔχει 2192 {V-PAI-3S} τοῦ 3588 {T-GSM} οἴκου 3624 {N-GSM} ὁ 3588 {T-NSM} κατασκευάσας 2680 {V-AAP-NSM} αὐτόν. 846 {P-ASM} "
3,4,Πᾶς 3956 {A-NSM} γὰρ 1063 {CONJ} οἶκος 3624 {N-NSM} κατασκευάζεται 2680 {V-PPI-3S} ὑπό 5259 {PREP} τινος· 5100 {X-GSM} ὁ 3588 {T-NSM} δὲ 1161 {CONJ} τὰ 3588 {T-APN} πάντα 3956 {A-APN} κατασκευάσας 2680 {V-AAP-NSM} θεός. 2316 {N-NSM} 
3,5,"Καὶ 2532 {CONJ} Μωϋσῆς 3475 {N-NSM} μὲν 3303 {PRT} πιστὸς 4103 {A-NSM} ἐν 1722 {PREP} ὅλῳ 3650 {A-DSM} τῷ 3588 {T-DSM} οἴκῳ 3624 {N-DSM} αὐτοῦ 846 {P-GSM} ὡς 5613 {ADV} θεράπων, 2324 {N-NSM} εἰς 1519 {PREP} μαρτύριον 3142 {N-ASN} τῶν 3588 {T-GPN} λαληθησομένων· 2980 {V-FPP-GPN} "
3,6,"χριστὸς 5547 {N-NSM} δὲ 1161 {CONJ} ὡς 5613 {ADV} υἱὸς 5207 {N-NSM} ἐπὶ 1909 {PREP} τὸν 3588 {T-ASM} οἶκον 3624 {N-ASM} αὐτοῦ· 846 {P-GSM} οὗ 3739 {R-GSM} οἶκός 3624 {N-NSM} ἐσμεν 1510 {V-PAI-1P} ἡμεῖς, 1473 {P-1NP} ἐάνπερ 1437 {COND} τὴν 3588 {T-ASF} παρρησίαν 3954 {N-ASF} καὶ 2532 {CONJ} τὸ 3588 {T-ASN} καύχημα 2745 {N-ASN} τῆς 3588 {T-GSF} ἐλπίδος 1680 {N-GSF} μέχρι 3360 {ADV} τέλους 5056 {N-GSN} βεβαίαν 949 {A-ASF} κατάσχωμεν. 2722 {V-2AAS-1P} "
3,7,"Διό, 1352 {CONJ} καθὼς 2531 {ADV} λέγει 3004 {V-PAI-3S} τὸ 3588 {T-NSN} πνεῦμα 4151 {N-NSN} τὸ 3588 {T-NSN} ἅγιον, 40 {A-NSN} Σήμερον 4594 {ADV} ἐὰν 1437 {COND} τῆς 3588 {T-GSF} φωνῆς 5456 {N-GSF} αὐτοῦ 846 {P-GSM} ἀκούσητε, 191 {V-AAS-2P} "
3,8,"μὴ 3361 {PRT-N} σκληρύνητε 4645 {V-PAS-2P} τὰς 3588 {T-APF} καρδίας 2588 {N-APF} ὑμῶν, 4771 {P-2GP} ὡς 5613 {ADV} ἐν 1722 {PREP} τῷ 3588 {T-DSM} παραπικρασμῷ, 3894 {N-DSM} κατὰ 2596 {PREP} τὴν 3588 {T-ASF} ἡμέραν 2250 {N-ASF} τοῦ 3588 {T-GSM} πειρασμοῦ 3986 {N-GSM} ἐν 1722 {PREP} τῇ 3588 {T-DSF} ἐρήμῳ, 2048 {A-DSF} "
3,9,"οὗ 3757 {ADV} ἐπείρασάν 3985 {V-AAI-3P} με 1473 {P-1AS} οἱ 3588 {T-NPM} πατέρες 3962 {N-NPM} ὑμῶν, 4771 {P-2GP} ἐδοκίμασάν 1381 {V-AAI-3P} με, 1473 {P-1AS} καὶ 2532 {CONJ} εἶδον 3708 {V-2AAI-3P} τὰ 3588 {T-APN} ἔργα 2041 {N-APN} μου 1473 {P-1GS} τεσσαράκοντα 5062 {A-NUI} ἔτη. 2094 {N-APN} "
3,10,"Διὸ 1352 {CONJ} προσώχθισα 4360 {V-AAI-1S} τῇ 3588 {T-DSF} γενεᾷ 1074 {N-DSF} ἐκείνῃ, 1565 {D-DSF} καὶ 2532 {CONJ} εἶπον, 3004 {V-2AAI-1S} Ἀεὶ 104 {ADV} πλανῶνται 4105 {V-PPI-3P} τῇ 3588 {T-DSF} καρδίᾳ· 2588 {N-DSF} αὐτοὶ 846 {P-NPM} δὲ 1161 {CONJ} οὐκ 3756 {PRT-N} ἔγνωσαν 1097 {V-2AAI-3P} τὰς 3588 {T-APF} ὁδούς 3598 {N-APF} μου· 1473 {P-1GS} "
3,11,"ὡς 5613 {ADV} ὤμοσα 3660 {V-AAI-1S} ἐν 1722 {PREP} τῇ 3588 {T-DSF} ὀργῇ 3709 {N-DSF} μου, 1473 {P-1GS} Εἰ 1487 {COND} εἰσελεύσονται 1525 {V-FDI-3P} εἰς 1519 {PREP} τὴν 3588 {T-ASF} κατάπαυσίν 2663 {N-ASF} μου. 1473 {P-1GS} "
3,12,"Βλέπετε, 991 {V-PAM-2P} ἀδελφοί, 80 {N-VPM} μήποτε 3379 {ADV-N} ἔσται 1510 {V-FDI-3S} ἔν 1722 {PREP} τινι 5100 {X-DSM} ὑμῶν 4771 {P-2GP} καρδία 2588 {N-NSF} πονηρὰ 4190 {A-NSF} ἀπιστίας 570 {N-GSF} ἐν 1722 {PREP} τῷ 3588 {T-DSN} ἀποστῆναι 868 {V-2AAN} ἀπὸ 575 {PREP} θεοῦ 2316 {N-GSM} ζῶντος· 2198 {V-PAP-GSM} "
3,13,"ἀλλὰ 235 {CONJ} παρακαλεῖτε 3870 {V-PAM-2P} ἑαυτοὺς 1438 {F-2APM} καθ’ 2596 {PREP} ἑκάστην 1538 {A-ASF} ἡμέραν, 2250 {N-ASF} ἄχρι 891 {ADV} οὗ 3739 {R-GSM} τὸ 3588 {T-NSN} σήμερον 4594 {ADV} καλεῖται, 2564 {V-PPI-3S} ἵνα 2443 {CONJ} μὴ 3361 {PRT-N} σκληρυνθῇ 4645 {V-APS-3S} ἐξ 1537 {PREP} ὑμῶν 4771 {P-2GP} τις 5100 {X-NSM} ἀπάτῃ 539 {N-DSF} τῆς 3588 {T-GSF} ἁμαρτίας· 266 {N-GSF} "
3,14,"μέτοχοι 3353 {A-NPM} γὰρ 1063 {CONJ} γεγόναμεν 1096 {V-2RAI-1P} τοῦ 3588 {T-GSM} χριστοῦ, 5547 {N-GSM} ἐάνπερ 1437 {COND} τὴν 3588 {T-ASF} ἀρχὴν 746 {N-ASF} τῆς 3588 {T-GSF} ὑποστάσεως 5287 {N-GSF} μέχρι 3360 {ADV} τέλους 5056 {N-GSN} βεβαίαν 949 {A-ASF} κατάσχωμεν· 2722 {V-2AAS-1P} "
