chapter,verse,texte
1,11,"τόν 3588 {T-ASM} ποτέ 4218 {PRT} σοι 4771 {P-2DS} ἄχρηστον, 890 {A-ASM} νυνὶ 3570 {ADV} δὲ 1161 {CONJ} σοὶ 4771 {P-2DS} καὶ 2532 {CONJ} ἐμοὶ 1473 {P-1DS} εὔχρηστον, 2173 {A-ASM} ὃν 3739 {R-ASM} ἀνέπεμψα· 375 {V-AAI-1S} "
1,12,"σὺ 4771 {P-2NS} δὲ 1161 {CONJ} αὐτόν, 846 {P-ASM} τοῦτ’ 3778 {D-NSN} ἔστιν 1510 {V-PAI-3S} τὰ 3588 {T-APN} ἐμὰ 1699 {S-1SAPN} σπλάγχνα, 4698 {N-APN} προσλαβοῦ· 4355 {V-2AMM-2S} "
1,13,"ὃν 3739 {R-ASM} ἐγὼ 1473 {P-1NS} ἐβουλόμην 1014 {V-INI-1S} πρὸς 4314 {PREP} ἐμαυτὸν 1683 {F-1ASM} κατέχειν, 2722 {V-PAN} ἵνα 2443 {CONJ} ὑπὲρ 5228 {PREP} σοῦ 4771 {P-2GS} διακονῇ 1247 {V-PAS-3S} μοι 1473 {P-1DS} ἐν 1722 {PREP} τοῖς 3588 {T-DPM} δεσμοῖς 1199 {N-DPM} τοῦ 3588 {T-GSN} εὐαγγελίου· 2098 {N-GSN} "
1,14,"χωρὶς 5565 {ADV} δὲ 1161 {CONJ} τῆς 3588 {T-GSF} σῆς 4674 {S-2SGSF} γνώμης 1106 {N-GSF} οὐδὲν 3762 {A-ASN-N} ἠθέλησα 2309 {V-AAI-1S} ποιῆσαι, 4160 {V-AAN} ἵνα 2443 {CONJ} μὴ 3361 {PRT-N} ὡς 5613 {ADV} κατὰ 2596 {PREP} ἀνάγκην 318 {N-ASF} τὸ 3588 {T-NSN} ἀγαθόν 18 {A-NSN} σου 4771 {P-2GS} ᾖ, 1510 {V-PAS-3S} ἀλλὰ 235 {CONJ} κατὰ 2596 {PREP} ἑκούσιον. 1595 {A-ASN} "
1,15,"Τάχα 5029 {ADV} γὰρ 1063 {CONJ} διὰ 1223 {PREP} τοῦτο 3778 {D-ASN} ἐχωρίσθη 5563 {V-API-3S} πρὸς 4314 {PREP} ὥραν, 5610 {N-ASF} ἵνα 2443 {CONJ} αἰώνιον 166 {A-ASM} αὐτὸν 846 {P-ASM} ἀπέχῃς· 568 {V-PAS-2S} "
1,16,"οὐκέτι 3765 {ADV-N} ὡς 5613 {ADV} δοῦλον, 1401 {N-ASM} ἀλλ’ 235 {CONJ} ὑπὲρ 5228 {PREP} δοῦλον, 1401 {N-ASM} ἀδελφὸν 80 {N-ASM} ἀγαπητόν, 27 {A-ASM} μάλιστα 3122 {ADV-S} ἐμοί, 1473 {P-1DS} πόσῳ 4214 {Q-DSN} δὲ 1161 {CONJ} μᾶλλον 3123 {ADV} σοὶ 4771 {P-2DS} καὶ 2532 {CONJ} ἐν 1722 {PREP} σαρκὶ 4561 {N-DSF} καὶ 2532 {CONJ} ἐν 1722 {PREP} κυρίῳ. 2962 {N-DSM} "
1,17,"Εἰ 1487 {COND} οὖν 3767 {CONJ} με 1473 {P-1AS} ἔχεις 2192 {V-PAI-2S} κοινωνόν, 2844 {N-ASM} προσλαβοῦ 4355 {V-2AMM-2S} αὐτὸν 846 {P-ASM} ὡς 5613 {ADV} ἐμέ. 1473 {P-1AS} "
1,18,"Εἰ 1487 {COND} δέ 1161 {CONJ} τι 5100 {X-ASN} ἠδίκησέν 91 {V-AAI-3S} σε 4771 {P-2AS} ἢ 2228 {PRT} ὀφείλει, 3784 {V-PAI-3S} τοῦτο 3778 {D-ASN} ἐμοὶ 1473 {P-1DS} ἐλλόγει· 1677 {V-PAM-2S} "
1,19,"ἐγὼ 1473 {P-1NS} Παῦλος 3972 {N-NSM} ἔγραψα 1125 {V-AAI-1S} τῇ 3588 {T-DSF} ἐμῇ 1699 {S-1SDSF} χειρί, 5495 {N-DSF} ἐγὼ 1473 {P-1NS} ἀποτίσω· 661 {V-FAI-1S} ἵνα 2443 {CONJ} μὴ 3361 {PRT-N} λέγω 3004 {V-PAS-1S} σοι 4771 {P-2DS} ὅτι 3754 {CONJ} καὶ 2532 {CONJ} σεαυτόν 4572 {F-2ASM} μοι 1473 {P-1DS} προσοφείλεις. 4359 {V-PAI-2S} "
1,20,"Ναί, 3483 {PRT} ἀδελφέ, 80 {N-VSM} ἐγώ 1473 {P-1NS} σου 4771 {P-2GS} ὀναίμην 3685 {V-2ADO-1S} ἐν 1722 {PREP} κυρίῳ· 2962 {N-DSM} ἀνάπαυσόν 373 {V-AAM-2S} μου 1473 {P-1GS} τὰ 3588 {T-APN} σπλάγχνα 4698 {N-APN} ἐν 1722 {PREP} κυρίῳ. 2962 {N-DSM} "
1,21,"Πεποιθὼς 3982 {V-2RAP-NSM} τῇ 3588 {T-DSF} ὑπακοῇ 5218 {N-DSF} σου 4771 {P-2GS} ἔγραψά 1125 {V-AAI-1S} σοι, 4771 {P-2DS} εἰδὼς 1492 {V-RAP-NSM} ὅτι 3754 {CONJ} καὶ 2532 {CONJ} ὑπὲρ 5228 {PREP} ὃ 3739 {R-ASN} λέγω 3004 {V-PAI-1S} ποιήσεις. 4160 {V-FAI-2S} "
1,22,Ἅμα 260 {ADV} δὲ 1161 {CONJ} καὶ 2532 {CONJ} ἑτοίμαζέ 2090 {V-PAM-2S} μοι 1473 {P-1DS} ξενίαν· 3578 {N-ASF} ἐλπίζω 1679 {V-PAI-1S} γὰρ 1063 {CONJ} ὅτι 3754 {CONJ} διὰ 1223 {PREP} τῶν 3588 {T-GPF} προσευχῶν 4335 {N-GPF} ὑμῶν 4771 {P-2GP} χαρισθήσομαι 5483 {V-FPI-1S} ὑμῖν. 4771 {P-2DP} 
1,23,"Ἀσπάζονταί 782 {V-PNI-3P} σε 4771 {P-2AS} Ἐπαφρᾶς 1889 {N-NSM} ὁ 3588 {T-NSM} συναιχμάλωτός 4869 {A-NSM} μου 1473 {P-1GS} ἐν 1722 {PREP} χριστῷ 5547 {N-DSM} Ἰησοῦ, 2424 {N-DSM} "
1,24,"Μάρκος, 3138 {N-NSM} Ἀρίσταρχος, 708 {N-NSM} Δημᾶς, 1214 {N-NSM} Λουκᾶς, 3065 {N-NSM} οἱ 3588 {T-NPM} συνεργοί 4904 {A-NPM} μου. 1473 {P-1GS} "
1,25,"Ἡ 3588 {T-NSF} χάρις 5485 {N-NSF} τοῦ 3588 {T-GSM} κυρίου 2962 {N-GSM} ἡμῶν 1473 {P-1GP} Ἰησοῦ 2424 {N-GSM} χριστοῦ 5547 {N-GSM} μετὰ 3326 {PREP} τοῦ 3588 {T-GSN} πνεύματος 4151 {N-GSN} ὑμῶν. 4771 {P-2GP} Ἀμήν. 281 {HEB} "
