chapter,verse,texte
1,17,"Τῷ 3588 {T-DSM} δὲ 1161 {CONJ} βασιλεῖ 935 {N-DSM} τῶν 3588 {T-GPM} αἰώνων, 165 {N-GPM} ἀφθάρτῳ, 862 {A-DSM} ἀοράτῳ, 517 {A-DSM} μόνῳ 3441 {A-DSM} σοφῷ 4680 {A-DSM} θεῷ, 2316 {N-DSM} τιμὴ 5092 {N-NSF} καὶ 2532 {CONJ} δόξα 1391 {N-NSF} εἰς 1519 {PREP} τοὺς 3588 {T-APM} αἰῶνας 165 {N-APM} τῶν 3588 {T-GPM} αἰώνων. 165 {N-GPM} Ἀμήν. 281 {HEB} "
1,18,"Ταύτην 3778 {D-ASF} τὴν 3588 {T-ASF} παραγγελίαν 3852 {N-ASF} παρατίθεμαί 3908 {V-PMI-1S} σοι, 4771 {P-2DS} τέκνον 5043 {N-VSN} Τιμόθεε, 5095 {N-VSM} κατὰ 2596 {PREP} τὰς 3588 {T-APF} προαγούσας 4254 {V-PAP-APF} ἐπὶ 1909 {PREP} σὲ 4771 {P-2AS} προφητείας, 4394 {N-APF} ἵνα 2443 {CONJ} στρατεύῃ 4754 {V-PMS-2S} ἐν 1722 {PREP} αὐταῖς 846 {P-DPF} τὴν 3588 {T-ASF} καλὴν 2570 {A-ASF} στρατείαν, 4752 {N-ASF} "
1,19,"ἔχων 2192 {V-PAP-NSM} πίστιν 4102 {N-ASF} καὶ 2532 {CONJ} ἀγαθὴν 18 {A-ASF} συνείδησιν, 4893 {N-ASF} ἥν 3739 {R-ASF} τινες 5100 {X-NPM} ἀπωσάμενοι 683 {V-ADP-NPM} περὶ 4012 {PREP} τὴν 3588 {T-ASF} πίστιν 4102 {N-ASF} ἐναυάγησαν· 3489 {V-AAI-3P} "
1,20,"ὧν 3739 {R-GPM} ἐστὶν 1510 {V-PAI-3S} Ὑμέναιος 5211 {N-NSM} καὶ 2532 {CONJ} Ἀλέξανδρος, 223 {N-NSM} οὓς 3739 {R-APM} παρέδωκα 3860 {V-AAI-1S} τῷ 3588 {T-DSM} Σατανᾷ, 4567 {N-DSM} ἵνα 2443 {CONJ} παιδευθῶσιν 3811 {V-APS-3P} μὴ 3361 {PRT-N} βλασφημεῖν. 987 {V-PAN} "
2,1,"Παρακαλῶ 3870 {V-PAI-1S} οὖν 3767 {CONJ} πρῶτον 4412 {ADV-S} πάντων 3956 {A-GPN} ποιεῖσθαι 4160 {V-PPN} δεήσεις, 1162 {N-APF} προσευχάς, 4335 {N-APF} ἐντεύξεις, 1783 {N-APF} εὐχαριστίας, 2169 {N-APF} ὑπὲρ 5228 {PREP} πάντων 3956 {A-GPM} ἀνθρώπων· 444 {N-GPM} "
2,2,"ὑπὲρ 5228 {PREP} βασιλέων 935 {N-GPM} καὶ 2532 {CONJ} πάντων 3956 {A-GPM} τῶν 3588 {T-GPM} ἐν 1722 {PREP} ὑπεροχῇ 5247 {N-DSF} ὄντων, 1510 {V-PAP-GPM} ἵνα 2443 {CONJ} ἤρεμον 2263 {A-ASM} καὶ 2532 {CONJ} ἡσύχιον 2272 {A-ASM} βίον 979 {N-ASM} διάγωμεν 1236 {V-PAS-1P} ἐν 1722 {PREP} πάσῃ 3956 {A-DSF} εὐσεβείᾳ 2150 {N-DSF} καὶ 2532 {CONJ} σεμνότητι. 4587 {N-DSF} "
2,3,"Τοῦτο 3778 {D-NSN} γὰρ 1063 {CONJ} καλὸν 2570 {A-NSN} καὶ 2532 {CONJ} ἀπόδεκτον 587 {A-NSN} ἐνώπιον 1799 {PREP} τοῦ 3588 {T-GSM} σωτῆρος 4990 {N-GSM} ἡμῶν 1473 {P-1GP} θεοῦ, 2316 {N-GSM} "
2,4,ὃς 3739 {R-NSM} πάντας 3956 {A-APM} ἀνθρώπους 444 {N-APM} θέλει 2309 {V-PAI-3S} σωθῆναι 4982 {V-APN} καὶ 2532 {CONJ} εἰς 1519 {PREP} ἐπίγνωσιν 1922 {N-ASF} ἀληθείας 225 {N-GSF} ἐλθεῖν. 2064 {V-2AAN} 
2,5,"Εἷς 1520 {A-NSM} γὰρ 1063 {CONJ} θεός, 2316 {N-NSM} εἷς 1520 {A-NSM} καὶ 2532 {CONJ} μεσίτης 3316 {N-NSM} θεοῦ 2316 {N-GSM} καὶ 2532 {CONJ} ἀνθρώπων, 444 {N-GPM} ἄνθρωπος 444 {N-NSM} χριστὸς 5547 {N-NSM} Ἰησοῦς, 2424 {N-NSM} "
2,6,"ὁ 3588 {T-NSM} δοὺς 1325 {V-2AAP-NSM} ἑαυτὸν 1438 {F-3ASM} ἀντίλυτρον 487 {N-ASN} ὑπὲρ 5228 {PREP} πάντων, 3956 {A-GPM} τὸ 3588 {T-NSN} μαρτύριον 3142 {N-NSN} καιροῖς 2540 {N-DPM} ἰδίοις, 2398 {A-DPM} "
2,7,"εἰς 1519 {PREP} ὃ 3739 {R-ASN} ἐτέθην 5087 {V-API-1S} ἐγὼ 1473 {P-1NS} κῆρυξ 2783 {N-NSM} καὶ 2532 {CONJ} ἀπόστολος· 652 {N-NSM} ἀλήθειαν 225 {N-ASF} λέγω 3004 {V-PAI-1S} ἐν 1722 {PREP} χριστῷ, 5547 {N-DSM} οὐ 3756 {PRT-N} ψεύδομαι· 5574 {V-PNI-1S} διδάσκαλος 1320 {N-NSM} ἐθνῶν 1484 {N-GPN} ἐν 1722 {PREP} πίστει 4102 {N-DSF} καὶ 2532 {CONJ} ἀληθείᾳ. 225 {N-DSF} "
2,8,"Βούλομαι 1014 {V-PNI-1S} οὖν 3767 {CONJ} προσεύχεσθαι 4336 {V-PNN} τοὺς 3588 {T-APM} ἄνδρας 435 {N-APM} ἐν 1722 {PREP} παντὶ 3956 {A-DSM} τόπῳ, 5117 {N-DSM} ἐπαίροντας 1869 {V-PAP-APM} ὁσίους 3741 {A-APF} χεῖρας, 5495 {N-APF} χωρὶς 5565 {ADV} ὀργῆς 3709 {N-GSF} καὶ 2532 {CONJ} διαλογισμοῦ. 1261 {N-GSM} "
2,9,"Ὡσαύτως 5615 {ADV} καὶ 2532 {CONJ} τὰς 3588 {T-APF} γυναῖκας 1135 {N-APF} ἐν 1722 {PREP} καταστολῇ 2689 {N-DSF} κοσμίῳ, 2887 {A-DSF} μετὰ 3326 {PREP} αἰδοῦς 127 {N-GSF} καὶ 2532 {CONJ} σωφροσύνης, 4997 {N-GSF} κοσμεῖν 2885 {V-PAN} ἑαυτάς, 1438 {F-3APF} μὴ 3361 {PRT-N} ἐν 1722 {PREP} πλέγμασιν, 4117 {N-DPN} ἢ 2228 {PRT} χρυσῷ, 5557 {N-DSM} ἢ 2228 {PRT} μαργαρίταις, 3135 {N-DPM} ἢ 2228 {PRT} ἱματισμῷ 2441 {N-DSM} πολυτελεῖ, 4185 {A-DSM} "
2,10,"ἀλλ’ 235 {CONJ} ὃ 3739 {R-NSN} πρέπει 4241 {V-PAI-3S} γυναιξὶν 1135 {N-DPF} ἐπαγγελλομέναις 1861 {V-PNP-DPF} θεοσέβειαν, 2317 {N-ASF} δι’ 1223 {PREP} ἔργων 2041 {N-GPN} ἀγαθῶν. 18 {A-GPN} "
2,11,Γυνὴ 1135 {N-NSF} ἐν 1722 {PREP} ἡσυχίᾳ 2271 {N-DSF} μανθανέτω 3129 {V-PAM-3S} ἐν 1722 {PREP} πάσῃ 3956 {A-DSF} ὑποταγῇ. 5292 {N-DSF}
2,12,"Γυναικὶ 1135 {N-DSF} δὲ 1161 {CONJ} διδάσκειν 1321 {V-PAN} οὐκ 3756 {PRT-N} ἐπιτρέπω, 2010 {V-PAI-1S} οὐδὲ 3761 {CONJ-N} αὐθεντεῖν 831 {V-PAN} ἀνδρός, 435 {N-GSM} ἀλλ’ 235 {CONJ} εἶναι 1510 {V-PAN} ἐν 1722 {PREP} ἡσυχίᾳ. 2271 {N-DSF} "
2,13,"Ἀδὰμ 76 {N-PRI} γὰρ 1063 {CONJ} πρῶτος 4413 {A-NSM-S} ἐπλάσθη, 4111 {V-API-3S} εἶτα 1534 {ADV} Εὔα· 2096 {N-NSF} "
2,14,"καὶ 2532 {CONJ} Ἀδὰμ 76 {N-PRI} οὐκ 3756 {PRT-N} ἠπατήθη, 538 {V-API-3S} ἡ 3588 {T-NSF} δὲ 1161 {CONJ} γυνὴ 1135 {N-NSF} ἀπατηθεῖσα 538 {V-APP-NSF} ἐν 1722 {PREP} παραβάσει 3847 {N-DSF} γέγονεν· 1096 {V-2RAI-3S} "
2,15,"σωθήσεται 4982 {V-FPI-3S} δὲ 1161 {CONJ} διὰ 1223 {PREP} τῆς 3588 {T-GSF} τεκνογονίας, 5042 {N-GSF} ἐὰν 1437 {COND} μείνωσιν 3306 {V-AAS-3P} ἐν 1722 {PREP} πίστει 4102 {N-DSF} καὶ 2532 {CONJ} ἀγάπῃ 26 {N-DSF} καὶ 2532 {CONJ} ἁγιασμῷ 38 {N-DSM} μετὰ 3326 {PREP} σωφροσύνης. 4997 {N-GSF} "
3,1,"Πιστὸς 4103 {A-NSM} ὁ 3588 {T-NSM} λόγος· 3056 {N-NSM} εἴ 1487 {COND} τις 5100 {X-NSM} ἐπισκοπῆς 1984 {N-GSF} ὀρέγεται, 3713 {V-PMI-3S} καλοῦ 2570 {A-GSN} ἔργου 2041 {N-GSN} ἐπιθυμεῖ. 1937 {V-PAI-3S} "
3,2,"Δεῖ 1163 {V-PAI-3S} οὖν 3767 {CONJ} τὸν 3588 {T-ASM} ἐπίσκοπον 1985 {N-ASM} ἀνεπίληπτον 423 {A-ASM} εἶναι, 1510 {V-PAN} μιᾶς 1520 {A-GSF} γυναικὸς 1135 {N-GSF} ἄνδρα, 435 {N-ASM} νηφάλεον, 3524 {A-ASM} σώφρονα, 4998 {A-ASM} κόσμιον, 2887 {A-ASM} φιλόξενον, 5382 {A-ASM} διδακτικόν· 1317 {A-ASM} "
3,3,"μὴ 3361 {PRT-N} πάροινον, 3943 {A-ASM} μὴ 3361 {PRT-N} πλήκτην, 4131 {N-ASM} μὴ 3361 {PRT-N} αἰσχροκερδῆ, 146 {A-ASM} ἀλλ’ 235 {CONJ} ἐπιεικῆ, 1933 {A-ASM} ἄμαχον, 269 {A-ASM} ἀφιλάργυρον· 866 {A-ASM} "
3,4,"τοῦ 3588 {T-GSM} ἰδίου 2398 {A-GSM} οἴκου 3624 {N-GSM} καλῶς 2573 {ADV} προϊστάμενον, 4291 {V-PMP-ASM} τέκνα 5043 {N-APN} ἔχοντα 2192 {V-PAP-ASM} ἐν 1722 {PREP} ὑποταγῇ 5292 {N-DSF} μετὰ 3326 {PREP} πάσης 3956 {A-GSF} σεμνότητος. 4587 {N-GSF} "
3,5,"Εἰ 1487 {COND} δέ 1161 {CONJ} τις 5100 {X-NSM} τοῦ 3588 {T-GSM} ἰδίου 2398 {A-GSM} οἴκου 3624 {N-GSM} προστῆναι 4291 {V-2AAN} οὐκ 3756 {PRT-N} οἶδεν, 1492 {V-RAI-3S} πῶς 4459 {ADV-I} ἐκκλησίας 1577 {N-GSF} θεοῦ 2316 {N-GSM} ἐπιμελήσεται, 1959 {V-FDI-3S} "
3,6,"Μὴ 3361 {PRT-N} νεόφυτον, 3504 {A-ASM} ἵνα 2443 {CONJ} μὴ 3361 {PRT-N} τυφωθεὶς 5187 {V-APP-NSM} εἰς 1519 {PREP} κρίμα 2917 {N-ASN} ἐμπέσῃ 1706 {V-2AAS-3S} τοῦ 3588 {T-GSM} διαβόλου. 1228 {A-GSM} "
3,7,"Δεῖ 1163 {V-PAI-3S} δὲ 1161 {CONJ} αὐτὸν 846 {P-ASM} καὶ 2532 {CONJ} μαρτυρίαν 3141 {N-ASF} καλὴν 2570 {A-ASF} ἔχειν 2192 {V-PAN} ἀπὸ 575 {PREP} τῶν 3588 {T-GPM} ἔξωθεν, 1855 {ADV} ἵνα 2443 {CONJ} μὴ 3361 {PRT-N} εἰς 1519 {PREP} ὀνειδισμὸν 3680 {N-ASM} ἐμπέσῃ 1706 {V-2AAS-3S} καὶ 2532 {CONJ} παγίδα 3803 {N-ASF} τοῦ 3588 {T-GSM} διαβόλου. 1228 {A-GSM} "
3,8,"Διακόνους 1249 {N-APM} ὡσαύτως 5615 {ADV} σεμνούς, 4586 {A-APM} μὴ 3361 {PRT-N} διλόγους, 1351 {A-APM} μὴ 3361 {PRT-N} οἴνῳ 3631 {N-DSM} πολλῷ 4183 {A-DSM} προσέχοντας, 4337 {V-PAP-APM} μὴ 3361 {PRT-N} αἰσχροκερδεῖς, 146 {A-APM} "
3,9,ἔχοντας 2192 {V-PAP-APM} τὸ 3588 {T-ASN} μυστήριον 3466 {N-ASN} τῆς 3588 {T-GSF} πίστεως 4102 {N-GSF} ἐν 1722 {PREP} καθαρᾷ 2513 {A-DSF} συνειδήσει. 4893 {N-DSF} 
3,10,"Καὶ 2532 {CONJ} οὗτοι 3778 {D-NPM} δὲ 1161 {CONJ} δοκιμαζέσθωσαν 1381 {V-PPM-3P} πρῶτον, 4412 {ADV-S} εἶτα 1534 {ADV} διακονείτωσαν, 1247 {V-PAM-3P} ἀνέγκλητοι 410 {A-NPM} ὄντες. 1510 {V-PAP-NPM} "
3,11,"Γυναῖκας 1135 {N-APF} ὡσαύτως 5615 {ADV} σεμνάς, 4586 {A-APF} μὴ 3361 {PRT-N} διαβόλους, 1228 {A-APF} νηφαλέους, 3524 {A-APF} πιστὰς 4103 {A-APF} ἐν 1722 {PREP} πᾶσιν. 3956 {A-DPN} "
3,12,"Διάκονοι 1249 {N-NPM} ἔστωσαν 1510 {V-PAM-3P} μιᾶς 1520 {A-GSF} γυναικὸς 1135 {N-GSF} ἄνδρες, 435 {N-NPM} τέκνων 5043 {N-GPN} καλῶς 2573 {ADV} προϊστάμενοι 4291 {V-PMP-NPM} καὶ 2532 {CONJ} τῶν 3588 {T-GPM} ἰδίων 2398 {A-GPM} οἴκων. 3624 {N-GPM} "
3,13,"Οἱ 3588 {T-NPM} γὰρ 1063 {CONJ} καλῶς 2573 {ADV} διακονήσαντες 1247 {V-AAP-NPM} βαθμὸν 898 {N-ASM} ἑαυτοῖς 1438 {F-3DPM} καλὸν 2570 {A-ASM} περιποιοῦνται, 4046 {V-PMI-3P} καὶ 2532 {CONJ} πολλὴν 4183 {A-ASF} παρρησίαν 3954 {N-ASF} ἐν 1722 {PREP} πίστει 4102 {N-DSF} τῇ 3588 {T-DSF} ἐν 1722 {PREP} χριστῷ 5547 {N-DSM} Ἰησοῦ. 2424 {N-DSM} "
3,14,"Ταῦτά 3778 {D-APN} σοι 4771 {P-2DS} γράφω, 1125 {V-PAI-1S} ἐλπίζων 1679 {V-PAP-NSM} ἐλθεῖν 2064 {V-2AAN} πρός 4314 {PREP} σε 4771 {P-2AS} τάχιον· 5032 {ADV-C} "
3,15,"ἐὰν 1437 {COND} δὲ 1161 {CONJ} βραδύνω, 1019 {V-PAS-1S} ἵνα 2443 {CONJ} εἰδῇς 1492 {V-RAS-2S} πῶς 4459 {ADV} δεῖ 1163 {V-PAI-3S} ἐν 1722 {PREP} οἴκῳ 3624 {N-DSM} θεοῦ 2316 {N-GSM} ἀναστρέφεσθαι, 390 {V-PPN} ἥτις 3748 {R-NSF} ἐστὶν 1510 {V-PAI-3S} ἐκκλησία 1577 {N-NSF} θεοῦ 2316 {N-GSM} ζῶντος, 2198 {V-PAP-GSM} στύλος 4769 {N-NSM} καὶ 2532 {CONJ} ἑδραίωμα 1477 {N-NSN} τῆς 3588 {T-GSF} ἀληθείας. 225 {N-GSF} "
3,16,"Καὶ 2532 {CONJ} ὁμολογουμένως 3672 {ADV} μέγα 3173 {A-NSN} ἐστὶν 1510 {V-PAI-3S} τὸ 3588 {T-NSN} τῆς 3588 {T-GSF} εὐσεβείας 2150 {N-GSF} μυστήριον· 3466 {N-NSN} θεὸς 2316 {N-NSM} ἐφανερώθη 5319 {V-API-3S} ἐν 1722 {PREP} σαρκί, 4561 {N-DSF} ἐδικαιώθη 1344 {V-API-3S} ἐν 1722 {PREP} πνεύματι, 4151 {N-DSN} ὤφθη 3708 {V-API-3S} ἀγγέλοις, 32 {N-DPM} ἐκηρύχθη 2784 {V-API-3S} ἐν 1722 {PREP} ἔθνεσιν, 1484 {N-DPN} ἐπιστεύθη 4100 {V-API-3S} ἐν 1722 {PREP} κόσμῳ, 2889 {N-DSM} ἀνελήφθη 353 {V-API-3S} ἐν 1722 {PREP} δόξῃ. 1391 {N-DSF} "
4,1,"Τὸ 3588 {T-NSN} δὲ 1161 {CONJ} πνεῦμα 4151 {N-NSN} ῥητῶς 4490 {ADV} λέγει, 3004 {V-PAI-3S} ὅτι 3754 {CONJ} ἐν 1722 {PREP} ὑστέροις 5306 {A-DPM} καιροῖς 2540 {N-DPM} ἀποστήσονταί 868 {V-FDI-3P} τινες 5100 {X-NPM} τῆς 3588 {T-GSF} πίστεως, 4102 {N-GSF} προσέχοντες 4337 {V-PAP-NPM} πνεύμασιν 4151 {N-DPN} πλάνοις 4108 {A-DPN} καὶ 2532 {CONJ} διδασκαλίαις 1319 {N-DPF} δαιμονίων, 1140 {N-GPN} "
4,2,"ἐν 1722 {PREP} ὑποκρίσει 5272 {N-DSF} ψευδολόγων, 5573 {A-GPM} κεκαυτηριασμένων 2743 {V-RPP-GPM} τὴν 3588 {T-ASF} ἰδίαν 2398 {A-ASF} συνείδησιν, 4893 {N-ASF} "
4,3,"κωλυόντων 2967 {V-PAP-GPM} γαμεῖν, 1060 {V-PAN} ἀπέχεσθαι 568 {V-PMN} βρωμάτων, 1033 {N-GPN} ἃ 3739 {R-APN} ὁ 3588 {T-NSM} θεὸς 2316 {N-NSM} ἔκτισεν 2936 {V-AAI-3S} εἰς 1519 {PREP} μετάληψιν 3336 {N-ASF} μετὰ 3326 {PREP} εὐχαριστίας 2169 {N-GSF} τοῖς 3588 {T-DPM} πιστοῖς 4103 {A-DPM} καὶ 2532 {CONJ} ἐπεγνωκόσιν 1921 {V-RAP-DPM} τὴν 3588 {T-ASF} ἀλήθειαν. 225 {N-ASF} "
4,4,"Ὅτι 3754 {CONJ} πᾶν 3956 {A-NSN} κτίσμα 2938 {N-NSN} θεοῦ 2316 {N-GSM} καλόν, 2570 {A-NSN} καὶ 2532 {CONJ} οὐδὲν 3762 {A-NSN-N} ἀπόβλητον, 579 {A-NSN} μετὰ 3326 {PREP} εὐχαριστίας 2169 {N-GSF} λαμβανόμενον· 2983 {V-PPP-NSN} "
4,5,ἁγιάζεται 37 {V-PPI-3S} γὰρ 1063 {CONJ} διὰ 1223 {PREP} λόγου 3056 {N-GSM} θεοῦ 2316 {N-GSM} καὶ 2532 {CONJ} ἐντεύξεως. 1783 {N-GSF}
