chapter,verse,texte
1,11,"λεγούσης, 3004 {V-PAP-GSF} Ὃ 3739 {R-ASN} βλέπεις 991 {V-PAI-2S} γράψον 1125 {V-AAM-2S} εἰς 1519 {PREP} βιβλίον, 975 {N-ASN} καὶ 2532 {CONJ} πέμψον 3992 {V-AAM-2S} ταῖς 3588 {T-DPF} ἑπτὰ 2033 {A-NUI} ἐκκλησίαις, 1577 {N-DPF} εἰς 1519 {PREP} Ἔφεσον, 2181 {N-ASF} καὶ 2532 {CONJ} εἰς 1519 {PREP} Σμύρναν, 4667 {N-ASF} καὶ 2532 {CONJ} εἰς 1519 {PREP} Πέργαμον, 4010 {N-ASF} καὶ 2532 {CONJ} εἰς 1519 {PREP} Θυάτειρα, 2363 {N-APN} καὶ 2532 {CONJ} εἰς 1519 {PREP} Σάρδεις, 4554 {N-APF} καὶ 2532 {CONJ} εἰς 1519 {PREP} Φιλαδέλφειαν, 5359 {N-ASF} καὶ 2532 {CONJ} εἰς 1519 {PREP} Λαοδίκειαν. 2993 {N-ASF} "
1,12,"Καὶ 2532 {CONJ} ἐκεῖ 1563 {ADV} ἐπέστρεψα 1994 {V-AAI-1S} βλέπειν 991 {V-PAN} τὴν 3588 {T-ASF} φωνὴν 5456 {N-ASF} ἥτις 3748 {R-NSF} ἐλάλει 2980 {V-IAI-3S} μετ’ 3326 {PREP} ἐμοῦ. 1473 {P-1GS} Καὶ 2532 {CONJ} ἐπιστρέψας 1994 {V-AAP-NSM} εἶδον 3708 {V-2AAI-1S} ἑπτὰ 2033 {A-NUI} λυχνίας 3087 {N-APF} χρυσᾶς, 5552 {A-APF} "
1,13,"καὶ 2532 {CONJ} ἐν 1722 {PREP} μέσῳ 3319 {A-DSN} τῶν 3588 {T-GPF} ἑπτὰ 2033 {A-NUI} λυχνιῶν 3087 {N-GPF} ὅμοιον 3664 {A-ASM} υἱῷ 5207 {N-DSM} ἀνθρώπου, 444 {N-GSM} ἐνδεδυμένον 1746 {V-RMP-ASM} ποδήρη, 4158 {A-ASM} καὶ 2532 {CONJ} περιεζωσμένον 4024 {V-RPP-ASM} πρὸς 4314 {PREP} τοῖς 3588 {T-DPM} μαστοῖς 3149 {N-DPM} ζώνην 2223 {N-ASF} χρυσῆν. 5552 {A-ASF} "
1,14,"Ἡ 3588 {T-NSF} δὲ 1161 {CONJ} κεφαλὴ 2776 {N-NSF} αὐτοῦ 846 {P-GSM} καὶ 2532 {CONJ} αἱ 3588 {T-NPF} τρίχες 2359 {N-NPF} λευκαὶ 3022 {A-NPF} ὡς 5613 {ADV} ἔριον 2053 {N-NSN} λευκόν, 3022 {A-NSN} ὡς 5613 {ADV} χιών· 5510 {N-NSF} καὶ 2532 {CONJ} οἱ 3588 {T-NPM} ὀφθαλμοὶ 3788 {N-NPM} αὐτοῦ 846 {P-GSM} ὡς 5613 {ADV} φλὸξ 5395 {N-NSF} πυρός· 4442 {N-GSN} "
1,15,"καὶ 2532 {CONJ} οἱ 3588 {T-NPM} πόδες 4228 {N-NPM} αὐτοῦ 846 {P-GSM} ὅμοιοι 3664 {A-NPM} χαλκολιβάνῳ, 5474 {N-DSN} ὡς 5613 {ADV} ἐν 1722 {PREP} καμίνῳ 2575 {N-DSF} πεπυρωμένοι· 4448 {V-RPP-NPM} καὶ 2532 {CONJ} ἡ 3588 {T-NSF} φωνὴ 5456 {N-NSF} αὐτοῦ 846 {P-GSM} ὡς 5613 {ADV} φωνὴ 5456 {N-NSF} ὑδάτων 5204 {N-GPN} πολλῶν. 4183 {A-GPN} "
1,16,"Καὶ 2532 {CONJ} ἔχων 2192 {V-PAP-NSM} ἐν 1722 {PREP} τῇ 3588 {T-DSF} δεξιᾷ 1188 {A-DSF} αὐτοῦ 846 {P-GSM} χειρὶ 5495 {N-DSF} ἀστέρας 792 {N-APM} ἑπτά· 2033 {A-NUI} καὶ 2532 {CONJ} ἐκ 1537 {PREP} τοῦ 3588 {T-GSN} στόματος 4750 {N-GSN} αὐτοῦ 846 {P-GSM} ῥομφαία 4501 {N-NSF} δίστομος 1366 {A-NSF} ὀξεῖα 3691 {A-NSF} ἐκπορευομένη· 1607 {V-PNP-NSF} καὶ 2532 {CONJ} ἡ 3588 {T-NSF} ὄψις 3799 {N-NSF} αὐτοῦ, 846 {P-GSM} ὡς 5613 {ADV} ὁ 3588 {T-NSM} ἥλιος 2246 {N-NSM} φαίνει 5316 {V-PAI-3S} ἐν 1722 {PREP} τῇ 3588 {T-DSF} δυνάμει 1411 {N-DSF} αὐτοῦ. 846 {P-GSM} "
1,17,"Καὶ 2532 {CONJ} ὅτε 3753 {ADV} εἶδον 3708 {V-2AAI-1S} αὐτόν, 846 {P-ASM} ἔπεσα 4098 {V-2AAI-1S} πρὸς 4314 {PREP} τοὺς 3588 {T-APM} πόδας 4228 {N-APM} αὐτοῦ 846 {P-GSM} ὡς 5613 {ADV} νεκρός· 3498 {A-NSM} καὶ 2532 {CONJ} ἔθηκεν 5087 {V-AAI-3S} τὴν 3588 {T-ASF} δεξιὰν 1188 {A-ASF} αὐτοῦ 846 {P-GSM} ἐπ’ 1909 {PREP} ἐμέ, 1473 {P-1AS} λέγων, 3004 {V-PAP-NSM} Μὴ 3361 {PRT-N} φοβοῦ· 5399 {V-PNM-2S} ἐγώ 1473 {P-1NS} εἰμι 1510 {V-PAI-1S} ὁ 3588 {T-NSM} πρῶτος 4413 {A-NSM-S} καὶ 2532 {CONJ} ὁ 3588 {T-NSM} ἔσχατος, 2078 {A-NSM-S} "
1,18,"καὶ 2532 {CONJ} ὁ 3588 {T-NSM} ζῶν, 2198 {V-PAP-NSM} καὶ 2532 {CONJ} ἐγενόμην 1096 {V-2ADI-1S} νεκρός, 3498 {A-NSM} καὶ 2532 {CONJ} ἰδού, 3708 {V-2AMM-2S} ζῶν 2198 {V-PAP-NSM} εἰμὶ 1510 {V-PAI-1S} εἰς 1519 {PREP} τοὺς 3588 {T-APM} αἰῶνας 165 {N-APM} τῶν 3588 {T-GPM} αἰώνων, 165 {N-GPM} ἀμήν· 281 {HEB} καὶ 2532 {CONJ} ἔχω 2192 {V-PAI-1S} τὰς 3588 {T-APF} κλεῖς 2807 {N-APF} τοῦ 3588 {T-GSM} θανάτου 2288 {N-GSM} καὶ 2532 {CONJ} τοῦ 3588 {T-GSM} ᾍδου. 86 {N-GSM} "
1,19,"Γράψον 1125 {V-AAM-2S} οὖν 3767 {CONJ} ἃ 3739 {R-APN} εἶδες, 3708 {V-2AAI-2S} καὶ 2532 {CONJ} ἅ 3739 {R-NPN} εἰσιν, 1510 {V-PAI-3P} καὶ 2532 {CONJ} ἃ 3739 {R-NPN} μέλλει 3195 {V-PAI-3S} γίνεσθαι 1096 {V-PNN} μετὰ 3326 {PREP} ταῦτα· 3778 {D-APN} "
1,20,"τὸ 3588 {T-NSN} μυστήριον 3466 {N-NSN} τῶν 3588 {T-GPM} ἑπτὰ 2033 {A-NUI} ἀστέρων 792 {N-GPM} ὧν 3739 {R-GPM} εἶδες 3708 {V-2AAI-2S} ἐπὶ 1909 {PREP} τῆς 3588 {T-GSF} δεξιᾶς 1188 {A-GSF} μου, 1473 {P-1GS} καὶ 2532 {CONJ} τὰς 3588 {T-APF} ἑπτὰ 2033 {A-NUI} λυχνίας 3087 {N-APF} τὰς 3588 {T-APF} χρυσᾶς. 5552 {A-APF} Οἱ 3588 {T-NPM} ἑπτὰ 2033 {A-NUI} ἀστέρες 792 {N-NPM} ἄγγελοι 32 {N-NPM} τῶν 3588 {T-GPF} ἑπτὰ 2033 {A-NUI} ἐκκλησιῶν 1577 {N-GPF} εἰσίν· 1510 {V-PAI-3P} καὶ 2532 {CONJ} αἱ 3588 {T-NPF} λυχνίαι 3087 {N-NPF} αἱ 3588 {T-NPF} ἑπτὰ 2033 {A-NUI} ἑπτὰ 2033 {A-NUI} ἐκκλησίαι 1577 {N-NPF} εἰσίν. 1510 {V-PAI-3P} "
2,1,"Τῷ 3588 {T-DSM} ἀγγέλῳ 32 {N-DSM} τῆς 3588 {T-GSF} ἐν 1722 {PREP} Ἐφέσῳ 2181 {N-DSF} ἐκκλησίας 1577 {N-GSF} γράψον, 1125 {V-AAM-2S} Τάδε 3592 {D-APN} λέγει 3004 {V-PAI-3S} ὁ 3588 {T-NSM} κρατῶν 2902 {V-PAP-NSM} τοὺς 3588 {T-APM} ἑπτὰ 2033 {A-NUI} ἀστέρας 792 {N-APM} ἐν 1722 {PREP} τῇ 3588 {T-DSF} δεξιᾷ 1188 {A-DSF} αὐτοῦ, 846 {P-GSM} ὁ 3588 {T-NSM} περιπατῶν 4043 {V-PAP-NSM} ἐν 1722 {PREP} μέσῳ 3319 {A-DSN} τῶν 3588 {T-GPF} ἑπτὰ 2033 {A-NUI} λυχνιῶν 3087 {N-GPF} τῶν 3588 {T-GPF} χρυσῶν· 5552 {A-GPF} "
2,2,"Οἶδα 1492 {V-RAI-1S} τὰ 3588 {T-APN} ἔργα 2041 {N-APN} σου, 4771 {P-2GS} καὶ 2532 {CONJ} τὸν 3588 {T-ASM} κόπον 2873 {N-ASM} σου, 4771 {P-2GS} καὶ 2532 {CONJ} τὴν 3588 {T-ASF} ὑπομονήν 5281 {N-ASF} σου, 4771 {P-2GS} καὶ 2532 {CONJ} ὅτι 3754 {CONJ} οὐ 3756 {PRT-N} δύνῃ 1410 {V-PNI-2S} βαστάσαι 941 {V-AAN} κακούς, 2556 {A-APM} καὶ 2532 {CONJ} ἐπείρασας 3985 {V-AAI-2S} τοὺς 3588 {T-APM} λέγοντας 3004 {V-PAP-APM} ἑαυτοὺς 1438 {F-3APM} ἀποστόλους 652 {N-APM} εἶναι 1510 {V-PAN} καὶ 2532 {CONJ} οὐκ 3756 {PRT-N} εἰσίν, 1510 {V-PAI-3P} καὶ 2532 {CONJ} εὗρες 2147 {V-2AAI-2S} αὐτοὺς 846 {P-APM} ψευδεῖς, 5571 {A-APM} "
2,3,καὶ 2532 {CONJ} ὑπομονὴν 5281 {N-ASF} ἔχεις 2192 {V-PAI-2S} καὶ 2532 {CONJ} ἐβάστασας 941 {V-AAI-2S} διὰ 1223 {PREP} τὸ 3588 {T-ASN} ὄνομά 3686 {N-ASN} μου 1473 {P-1GS} καὶ 2532 {CONJ} οὐκ 3756 {PRT-N} ἐκοπίασας. 2872 {V-AAI-2S} 
2,4,"Ἀλλὰ 235 {CONJ} ἔχω 2192 {V-PAI-1S} κατὰ 2596 {PREP} σοῦ, 4771 {P-2GS} ὅτι 3754 {CONJ} τὴν 3588 {T-ASF} ἀγάπην 26 {N-ASF} σου 4771 {P-2GS} τὴν 3588 {T-ASF} πρώτην 4413 {A-ASF-S} ἀφῆκας. 863 {V-AAI-2S} "
2,5,"Μνημόνευε 3421 {V-PAM-2S} οὖν 3767 {CONJ} πόθεν 4159 {ADV-I} πέπτωκας, 4098 {V-RAI-2S} καὶ 2532 {CONJ} μετανόησον, 3340 {V-AAM-2S} καὶ 2532 {CONJ} τὰ 3588 {T-APN} πρῶτα 4413 {A-APN-S} ἔργα 2041 {N-APN} ποίησον· 4160 {V-AAM-2S} εἰ 1487 {COND} δὲ 1161 {CONJ} μή, 3361 {PRT-N} ἔρχομαί 2064 {V-PNI-1S} σοι 4771 {P-2DS} ταχύ, 5035 {ADV} καὶ 2532 {CONJ} κινήσω 2795 {V-FAI-1S} τὴν 3588 {T-ASF} λυχνίαν 3087 {N-ASF} σου 4771 {P-2GS} ἐκ 1537 {PREP} τοῦ 3588 {T-GSM} τόπου 5117 {N-GSM} αὐτῆς, 846 {P-GSF} ἐὰν 1437 {COND} μὴ 3361 {PRT-N} μετανοήσῃς. 3340 {V-AAS-2S} "
2,6,"Ἀλλὰ 235 {CONJ} τοῦτο 3778 {D-ASN} ἔχεις, 2192 {V-PAI-2S} ὅτι 3754 {CONJ} μισεῖς 3404 {V-PAI-2S} τὰ 3588 {T-APN} ἔργα 2041 {N-APN} τῶν 3588 {T-GPM} Νικολαϊτῶν, 3531 {N-GPM} ἃ 3739 {R-APN} κἀγὼ 2504 {P-1NS-K} μισῶ. 3404 {V-PAI-1S} "
2,7,"Ὁ 3588 {T-NSM} ἔχων 2192 {V-PAP-NSM} οὖς 3775 {N-ASN} ἀκουσάτω 191 {V-AAM-3S} τί 5101 {I-ASN} τὸ 3588 {T-NSN} πνεῦμα 4151 {N-NSN} λέγει 3004 {V-PAI-3S} ταῖς 3588 {T-DPF} ἐκκλησίαις. 1577 {N-DPF} Τῷ 3588 {T-DSM} νικῶντι 3528 {V-PAP-DSM} δώσω 1325 {V-FAI-1S} αὐτῷ 846 {P-DSM} φαγεῖν 5315 {V-2AAN} ἐκ 1537 {PREP} τοῦ 3588 {T-GSN} ξύλου 3586 {N-GSN} τῆς 3588 {T-GSF} ζωῆς, 2222 {N-GSF} ὅ 3739 {R-NSN} ἐστιν 1510 {V-PAI-3S} ἐν 1722 {PREP} τῷ 3588 {T-DSM} παραδείσῳ 3857 {N-DSM} τοῦ 3588 {T-GSM} θεοῦ 2316 {N-GSM} μου. 1473 {P-1GS} "
2,8,"Καὶ 2532 {CONJ} τῷ 3588 {T-DSM} ἀγγέλῳ 32 {N-DSM} τῆς 3588 {T-GSF} ἐν 1722 {PREP} Σμύρνῃ 4667 {N-DSF} ἐκκλησίας 1577 {N-GSF} γράψον, 1125 {V-AAM-2S} Τάδε 3592 {D-APN} λέγει 3004 {V-PAI-3S} ὁ 3588 {T-NSM} πρῶτος 4413 {A-NSM-S} καὶ 2532 {CONJ} ὁ 3588 {T-NSM} ἔσχατος, 2078 {A-NSM-S} ὃς 3739 {R-NSM} ἐγένετο 1096 {V-2ADI-3S} νεκρὸς 3498 {A-NSM} καὶ 2532 {CONJ} ἔζησεν· 2198 {V-AAI-3S} "
2,9,"Οἶδά 1492 {V-RAI-1S} σου 4771 {P-2GS} τὰ 3588 {T-APN} ἔργα 2041 {N-APN} καὶ 2532 {CONJ} τὴν 3588 {T-ASF} θλίψιν 2347 {N-ASF} καὶ 2532 {CONJ} τὴν 3588 {T-ASF} πτωχείαν, 4432 {N-ASF} ἀλλὰ 235 {CONJ} πλούσιος 4145 {A-NSM} εἶ· 1510 {V-PAI-2S} καὶ 2532 {CONJ} τὴν 3588 {T-ASF} βλασφημίαν 988 {N-ASF} ἐκ 1537 {PREP} τῶν 3588 {T-GPM} λεγόντων 3004 {V-PAP-GPM} Ἰουδαίους 2453 {A-APM} εἶναι 1510 {V-PAN} ἑαυτούς, 1438 {F-3APM} καὶ 2532 {CONJ} οὐκ 3756 {PRT-N} εἰσίν, 1510 {V-PAI-3P} ἀλλὰ 235 {CONJ} συναγωγὴ 4864 {N-NSF} τοῦ 3588 {T-GSM} Σατανᾶ. 4567 {N-GSM} "
2,10,"Μηδὲν 3367 {A-ASN-N} φοβοῦ 5399 {V-PNM-2S} ἃ 3739 {R-APN} μέλλεις 3195 {V-PAI-2S} παθεῖν· 3958 {V-2AAN} ἰδοὺ 3708 {V-2AMM-2S} δή, 1211 {PRT} μέλλει 3195 {V-PAI-3S} βαλεῖν 906 {V-2AAN} ὁ 3588 {T-NSM} διάβολος 1228 {A-NSM} ἐξ 1537 {PREP} ὑμῶν 4771 {P-2GP} εἰς 1519 {PREP} φυλακήν, 5438 {N-ASF} ἵνα 2443 {CONJ} πειρασθῆτε· 3985 {V-APS-2P} καὶ 2532 {CONJ} ἕξετε 2192 {V-FAI-2P} θλίψιν 2347 {N-ASF} ἡμερῶν 2250 {N-GPF} δέκα. 1176 {A-NUI} Γίνου 1096 {V-PNM-2S} πιστὸς 4103 {A-NSM} ἄχρι 891 {ADV} θανάτου, 2288 {N-GSM} καὶ 2532 {CONJ} δώσω 1325 {V-FAI-1S} σοι 4771 {P-2DS} τὸν 3588 {T-ASM} στέφανον 4735 {N-ASM} τῆς 3588 {T-GSF} ζωῆς. 2222 {N-GSF} "
2,11,Ὁ 3588 {T-NSM} ἔχων 2192 {V-PAP-NSM} οὖς 3775 {N-ASN} ἀκουσάτω 191 {V-AAM-3S} τί 5101 {I-ASN} τὸ 3588 {T-NSN} πνεῦμα 4151 {N-NSN} λέγει 3004 {V-PAI-3S} ταῖς 3588 {T-DPF} ἐκκλησίαις. 1577 {N-DPF} Ὁ 3588 {T-NSM} νικῶν 3528 {V-PAP-NSM} οὐ 3756 {PRT-N} μὴ 3361 {PRT-N} ἀδικηθῇ 91 {V-APS-3S} ἐκ 1537 {PREP} τοῦ 3588 {T-GSM} θανάτου 2288 {N-GSM} τοῦ 3588 {T-GSM} δευτέρου. 1208 {A-GSM} 
2,12,"Καὶ 2532 {CONJ} τῷ 3588 {T-DSM} ἀγγέλῳ 32 {N-DSM} τῆς 3588 {T-GSF} ἐν 1722 {PREP} Περγάμῳ 4010 {N-DSF} ἐκκλησίας 1577 {N-GSF} γράψον, 1125 {V-AAM-2S} Τάδε 3592 {D-APN} λέγει 3004 {V-PAI-3S} ὁ 3588 {T-NSM} ἔχων 2192 {V-PAP-NSM} τὴν 3588 {T-ASF} ῥομφαίαν 4501 {N-ASF} τὴν 3588 {T-ASF} δίστομον 1366 {A-ASF} τὴν 3588 {T-ASF} ὀξεῖαν· 3691 {A-ASF} "
2,13,"Οἶδα 1492 {V-RAI-1S} τὰ 3588 {T-APN} ἔργα 2041 {N-APN} σου 4771 {P-2GS} καὶ 2532 {CONJ} ποῦ 4226 {ADV-I} κατοικεῖς, 2730 {V-PAI-2S} ὅπου 3699 {ADV} ὁ 3588 {T-NSM} θρόνος 2362 {N-NSM} τοῦ 3588 {T-GSM} Σατανᾶ· 4567 {N-GSM} καὶ 2532 {CONJ} κρατεῖς 2902 {V-PAI-2S} τὸ 3588 {T-ASN} ὄνομά 3686 {N-ASN} μου, 1473 {P-1GS} καὶ 2532 {CONJ} οὐκ 3756 {PRT-N} ἠρνήσω 720 {V-ADI-2S} τὴν 3588 {T-ASF} πίστιν 4102 {N-ASF} μου 1473 {P-1GS} ἐν 1722 {PREP} ταῖς 3588 {T-DPF} ἡμέραις 2250 {N-DPF} ἐν 1722 {PREP} αἷς 3739 {R-DPF} Ἀντίπας 493 {N-NSM} ὁ 3588 {T-NSM} μάρτυς 3144 {N-NSM} μου, 1473 {P-1GS} ὁ 3588 {T-NSM} πιστός, 4103 {A-NSM} ὃς 3739 {R-NSM} ἀπεκτάνθη 615 {V-API-3S} παρ’ 3844 {PREP} ὑμῖν, 4771 {P-2DP} ὅπου 3699 {ADV} ὁ 3588 {T-NSM} Σατανᾶς 4567 {N-NSM} κατοικεῖ. 2730 {V-PAI-3S} "
